n_samples,gyro_mean_x,gyro_mean_y,gyro_mean_z,acce_mean_x,acce_mean_y,acce_mean_z,gyro_std_x,gyro_std_y,gyro_std_z,acce_std_x,acce_std_y,acce_std_z,gyro_variance_x,gyro_variance_y,gyro_variance_z,acce_variance_x,acce_variance_y,acce_variance_z,label
13,5.112802576923077,4.8024851960769235,6.0653361569230775,0.6265211769230769,2.373084433076923,1.0251839846153847,3.6465998024584416,3.5983240145310726,3.1492487549374495,0.1256238161529533,1.7271309614991621,0.9100320331754033,13.297690119289946,12.947935713551015,9.917767720475076,0.015781343184831008,2.9829813581690203,0.8281583014053582,circle
14,4.554525485000001,3.3169031714285713,4.093746228571428,0.6272147285714287,1.2661307127142858,0.6716658221428571,3.6862991259073006,3.338322470688096,3.2104186583044045,0.09891980866660507,1.591079417181686,0.38203370174962675,13.588801245664927,11.144396918301071,10.306787961589052,0.009785128546637756,2.531533711779214,0.14594974927252277,circle
14,4.1711888621428574,5.7671528571428565,6.244036014285713,0.6635916714285715,2.6502860228571423,0.6119733714285714,3.713833962588016,3.3755046456221938,3.2120413035557713,0.08293888486479002,1.6223193222614203,0.353084256994594,13.792562701672207,11.394031612617013,10.317209335748258,0.006878858622614894,2.631919983382754,0.12466849253742451,circle
15,3.5971375466666666,3.7661072066666668,3.88921216,0.5921223933333333,1.4165853584666663,0.7227702066666667,3.4367830362079776,3.4752020816461755,3.3032811128970456,0.1050187627522972,1.6258554074713354,0.31410074831078744,11.811477637966926,12.07702950827791,10.911666110822345,0.011028940530023287,2.6434058060037824,0.09865928008939664,circle
13,4.019601934615386,4.321796710769231,4.503561009230769,0.5200758615384615,1.8765588076923077,0.7764423076923078,3.6109666562628386,3.37251706624667,3.1754707780550877,0.15380217172059565,1.7882410045713493,0.3324153434115391,13.039080192642025,11.373871362125046,10.083614662281784,0.023655108025971597,3.1978058904303484,0.11049996053541147,circle
16,2.9198600881249996,4.106617093124999,3.2262150062500004,0.5294494812499999,1.1147613799999998,0.80206298125,3.147551358097866,3.57867125047718,3.066804364255276,0.12561026539440467,1.582773692925876,0.32562515374380674,9.90707955186372,12.806887918991903,9.405289008615208,0.015777938772452774,2.505172563018215,0.10603174075067777,circle
14,5.003236849285714,5.081408571428571,6.274695321428571,0.40077427142857136,2.9184919955714284,0.8523123907142857,3.7242303160368055,3.4971853944235707,2.998930609378281,0.15650787211513595,1.519450186075772,0.42502594556813605,13.869891446887603,12.230305682969545,8.993584799865987,0.024494714034007752,2.3087288679656983,0.18064705440608814,circle
16,5.08174831125,4.64063805,4.863146775000001,0.4731597875,2.852371173125,0.76611328125,3.7784899976314943,3.706146818090042,3.3586775917156606,0.1696677368814261,1.5620334780166973,0.2792458276587634,14.27698666220125,13.735524237238941,11.28071516509291,0.028787140938464847,2.43994858644494,0.07797823226482778,circle
15,4.174508153333333,4.224111842666668,3.915011789333334,0.4357584666666667,2.7871256139999994,0.8185221333333333,3.7976946108695633,3.610265909069443,3.401585065338077,0.20340179457980095,1.6086578458244982,0.3593606332417853,14.422484357427724,13.034019934189011,11.57078095673105,0.04137229003828355,2.587780064932715,0.1291400647239369,circle
15,4.6157670333333325,3.7375757033333334,3.832307593333333,0.5784830666666666,1.8390461993333334,0.6901855746666665,3.932769180334627,3.5434906646325053,3.2776932196064408,0.133189848635916,1.726104197874959,0.3267910967665914,15.466673425789896,12.556326090337715,10.743272841854036,0.017739535779658217,2.9794357019215556,0.10679242092591172,circle
14,3.7003596428571432,4.459720325714286,5.054205821428572,0.5234898142857143,3.5013428842857146,0.6931501478571429,3.7511327556237233,3.5394299102835656,3.4222066039872856,0.16052875725808605,0.9765586507317461,0.3503706334200802,14.070996950313228,12.52756408980993,11.71149804037419,0.02576948190682551,0.9536667983190085,0.1227595807631882,circle
16,4.9649561662499995,4.122115314625,4.114737781250001,0.54844665625,2.0195923425,0.76232909375,3.8231042712949193,3.6522944189987308,3.4602752770640657,0.15848576705681242,1.8087239574281417,0.2846588524282827,14.616126269193455,13.339254523049277,11.973504993060796,0.02511773835958621,3.2714823541745184,0.08103066226578683,circle
18,4.020365121111111,3.6425563227777777,3.6799454444444453,0.5474175277777777,1.1804063738888888,0.7805176,3.8427392596222956,3.658961983925576,3.599681239365824,0.14810044324285762,1.673443280555785,0.2775109843162309,14.766645017442508,13.388002799812584,12.957705025042275,0.021933741288730893,2.8004124132373076,0.07701234641616334,circle
18,3.495244782166667,3.7066044499999995,3.18836825,0.5578613444444445,2.16210931,0.7130533666666667,3.710229433165308,3.6242047140720968,3.218530276587154,0.14343428824655105,1.776319862741779,0.2874667383302574,13.765802446726163,13.134859809502409,10.358937141308182,0.020573395044794694,3.155312254770973,0.08263712564623667,circle
2,8.975524,4.6023077,0.17888115,0.27111815,3.668335,0.8299559999999999,0.06545500000000004,4.483706300000001,0.05594405000000001,0.0018310500000000007,0.03405799999999992,0.06750479999999998,0.0042843570250000055,20.10362218465969,0.003129736730402501,3.3527441025000025e-06,0.0011599473639999946,0.004556898023039997,circle
16,4.9279720906249995,5.604064836875,6.148950998125001,0.48330689375,3.5866394012499994,0.7957000375000001,3.8551175377919598,3.616504755752747,3.2986373069706696,0.14169016395243123,0.9380547935149738,0.3002348142516638,14.861931230191143,13.079106648382236,10.881008082938711,0.02007610256086684,0.8799467956364201,0.09014094368873109,circle
15,5.057501185333333,5.3744521213333325,6.42339384,0.4576009133333334,2.281640475733333,0.8159180266666667,3.8525192006994775,3.5750995958467193,3.147292159546495,0.15135194083170464,1.8336385266302904,0.3039403768393914,14.84190419175814,12.781337120223377,9.90544793754284,0.022907409993523826,3.362230246342902,0.09237975267327125,circle
15,5.212475534,4.745501251333333,5.783962693333334,0.45589193333333333,2.565022808,0.8051270066666666,3.9706921027603728,3.6747547938204983,3.1742294689619825,0.1442992118566634,1.753889065955518,0.2883401045792519,15.76639577492359,13.503822794706734,10.07573272162667,0.02082226254245422,3.0761268556783192,0.08314001590877394,circle
14,5.480739228571429,4.400429507142858,6.17895095,0.48055594999999995,2.7218367607142855,0.7817730999999999,3.5816449933483794,3.622040201983288,2.989736660253623,0.1273176612899727,1.6726512688592141,0.30329143128450853,12.828180858377511,13.119175224783136,8.938525297664489,0.016209786876348217,2.797762267216339,0.09198569229060574,circle
14,5.393965957142858,5.746163921428571,5.537392643571428,0.4780970928571429,1.7210692971428574,0.8304094571428572,3.7042776319195534,3.4216249210300087,3.2184555688810574,0.18074754424538608,1.7889848764742087,0.34310030581250206,13.721672774339535,11.707517100213613,10.35845624886149,0.0326696747507378,3.2004668882534397,0.11771781984863243,circle
14,5.715005178571428,3.7297002999999997,5.878601464285714,0.46236745714285704,2.6635392835714287,0.7807616907142857,3.5894340402996163,3.467836569313354,3.044476335239529,0.15558116945879646,1.5425662944797591,0.32122309115250014,12.884036729661629,12.025890471467012,9.268836155833512,0.02420550029016674,2.379510772865015,0.1031842742895674,circle
15,6.435421986666667,3.5743216066666665,6.357613046666667,0.47228191333333336,1.8384603566666666,0.7736653266666665,3.3436180374969386,3.370644435208589,2.7774629897006182,0.19086321217351052,1.7735423225634677,0.3015700582098262,11.17978158067488,11.361243908602628,7.714300659156697,0.03642876576119049,3.145452369923819,0.09094450000867796,circle
16,4.263636327125,4.4529981662500004,5.91211535625,0.4514312737499999,2.61183175375,0.8560638500000001,3.827789997225187,3.730418923505502,3.2109590242258044,0.17479557226171902,1.7324275750208364,0.3715593887325332,14.651976262857199,13.916025344847949,10.31025785525713,0.030553492082301834,3.001305302692576,0.13805637935529372,circle
17,5.741777111764707,5.484746988235294,3.336363605882353,0.47723747647058823,1.479319922352941,0.7848546529411764,3.631887172450573,3.5385209261994075,3.2514686505759913,0.17386752733149705,1.7430980814990211,0.29773236074281667,13.190604433411016,12.521130345151112,10.572048385678457,0.030229917060368868,3.038390921725568,0.08864455863349072,circle
15,4.511608423333333,5.373109486666666,5.0008765466666665,0.3906575466666667,2.7907390753333337,0.81819664,3.950874619672808,3.5105611995920034,3.270248180100312,0.1930865063588507,1.64091526465222,0.3728591350955743,15.609410260374755,12.324039936080846,10.694523159449403,0.03728239893786649,2.6926029057686653,0.13902393462421972,circle
17,4.672455840117648,6.362624629411765,5.6423612117647055,0.5635914588235292,1.4156565717647058,0.7685546764705882,3.777803193060952,3.1583032508846522,3.3445097453184585,0.1410407084533609,1.73278515807691,0.3184550004251955,14.271796965501526,9.974879424548561,11.185745436530139,0.019892481441025945,3.002544404051622,0.10141358729581124,circle
17,4.123134544705882,5.434479705882352,3.8964622976470586,0.5380572294117649,1.2452608354117647,0.8247214117647059,4.008793641317668,3.582388880753421,3.573456800415419,0.15216986822052353,1.6834865027208663,0.3273805078564353,16.070426458668965,12.83351009294575,12.769593504435203,0.023155668794251495,2.8341268048433337,0.1071779969243375,circle
17,2.4329000699999996,6.025964770588236,2.9326779882352945,0.43851964117647063,1.6890366770588237,0.8593462764705881,3.2115007059071363,3.4223635435956274,3.0874880287191604,0.1596337958703462,1.8342875624770858,0.25849133138510266,10.313736784042035,11.71257222453242,9.532582327484127,0.025482948783975362,3.3646108618581287,0.06681776840124297,circle
16,4.9780943637499995,5.624790074999999,4.247281524375,2.6754152363125003,0.7536315250000002,0.49887085,3.6090794047276296,3.5130046225031184,3.972808857075109,1.7365686192407699,0.30232175991408455,0.15257430912608208,13.025454149629141,12.341201477728278,15.783210214854432,3.0156705693317942,0.09139844651754939,0.023278919805301255,circle
13,4.5922647076923075,4.821624338461538,5.48645496923077,0.4404109076923077,2.9114333230769227,0.8161244869230769,3.701633680479888,3.386694614758318,3.1728735904731797,0.13233643192678657,1.4859228928932384,0.3707568850362266,13.702091904463082,11.46970041363299,10.067126821122166,0.017512931215113017,2.207966843624211,0.13746066780176575,circle
15,5.858340374666668,4.94411182,4.327030195333334,0.5245768333333333,1.896533181333333,0.8153483399999998,3.8318044682440093,3.6284958176690196,3.498858573553177,0.13302219129786663,1.7992903905701234,0.35019392242269765,14.682725482854755,13.165981898841569,12.242011317726574,0.017694903377686224,3.2374459095979873,0.1226357833017944,circle
13,4.002054840769231,4.750360323076923,5.624927423076924,0.4919996923076923,2.918663610769231,0.7922738692307691,3.725567420003597,3.6188933170333213,3.2402269920935374,0.09804031044153735,1.5521927355095624,0.4031153284059908,13.87985260099226,13.096388840068434,10.499070960291533,0.009611902471473019,2.4093022881686585,0.1625019679958698,circle
13,5.1129961999999995,4.059591305384615,6.139558861538461,0.5232309230769231,2.6485877376923073,0.7989971769230769,3.957029084563933,3.608336414282246,2.958238215521006,0.1044706345602449,1.6680631421038146,0.3486239014899717,15.658079176084877,13.020091678635255,8.751173339768906,0.010914113485420237,2.782434646045251,0.12153862469008948,circle
13,4.3868747407692315,4.16563746923077,5.4400645915384604,0.5263859692307692,2.6297325600000003,0.7602915,3.8351782489624506,3.5708857157459732,3.4505572782060177,0.11129107595614984,1.6924489560891511,0.35037644701854165,14.70859220131469,12.751224794918633,11.90634553018052,0.012385703587477512,2.864383468967257,0.12276365462533692,circle
13,5.47614843076923,5.617579292307692,4.479688033076923,0.5360577076923078,1.6417329915384615,0.7956542692307693,3.8278231485530596,3.5475117722585807,3.478067440185639,0.10918948641855067,1.7952614613360278,0.3018052313980743,14.652230056598658,12.584839774313215,12.096953118479481,0.011922343944346861,3.22296371455837,0.09108639769924519,circle
13,4.255900937692307,3.6080149838461537,3.7946959846153847,0.4707406923076923,1.0390061815384615,0.8888408923076925,3.748452828489303,3.4744505778582377,3.3958138707885364,0.14352749022158925,1.5251054422987815,0.352322494097499,14.050898607409454,12.071806817979441,11.531551845039823,0.0206001404493084,2.325946610129362,0.12413113984708223,circle
13,3.511533048461538,4.94211934923077,3.7545346307692307,0.5384239999999999,1.9053298123076925,0.8639948999999999,3.679530881398157,3.6463294656844583,3.5359500090067693,0.12861726972503162,1.831057225339167,0.37143633758217154,13.538947507162696,13.295718572318707,12.502942466194972,0.01654240207152154,3.3527705624667687,0.13796495287645688,circle
12,4.491526873333333,5.434953435000001,4.720431174999999,0.5815022916666667,1.416829418333333,0.7482096083333333,3.567821651847185,3.5209438939513484,3.451450244109255,0.09548701682956223,1.713680135859991,0.33616534790598573,12.729351339389575,12.397045904353286,11.912508787561835,0.0091177703830091,2.936699608041117,0.11300714113275244,circle
14,4.18888115,5.040809300714286,5.066403657142857,0.49989535714285716,2.7100481621428574,0.7574288714285716,3.833869276172888,3.64475280450572,3.5098824498244126,0.14095655478325184,1.6888953655044567,0.3136831383022693,14.698553626782424,13.28422300595231,12.31927481158542,0.01986875033636388,2.8523675556224326,0.0983971112551606,circle
15,5.073734186666666,4.6740511646666665,5.965883362666665,0.5806152466666668,2.828548097333333,0.7482909733333333,3.861318662327923,3.8183051900978384,3.2680287608464536,0.12112071357575944,1.610946243089318,0.27741796894490317,14.9097818120419,14.57945452472809,10.680011981719607,0.014670227257101157,2.595147798123588,0.07696072949351526,circle
15,4.80841036,4.913314684333334,4.4493613199999995,0.4935221333333334,1.6688964093333334,0.8142903799999998,3.9153288516270774,3.680032127407656,3.5744161423895884,0.14215370395775911,1.8297673591172654,0.2644317120469787,15.32980001638341,13.54263645875252,12.776450758975265,0.02020767554891022,3.3480485884909714,0.06992413033609626,circle
14,4.267142817142857,5.745894151428572,5.112607504928571,0.52783205,2.437011688571429,0.8046003857142859,3.99969639875314,3.7425666929108625,3.5608907067272595,0.12012763270723918,1.7838722201127724,0.23343557268024528,15.997571282198837,14.006805450885752,12.679942625256562,0.01443064813984536,3.182200097690071,0.05449216659255408,circle
15,4.227170105999999,4.864475453333333,3.7647272999999997,0.4969889333333333,2.5953612221999998,0.8106283066666667,3.8764091743075992,3.775248886853103,3.6097209295754995,0.15412571124620175,1.7912903051767015,0.2726197627822152,15.026548086656122,14.25250415768559,13.030085189415407,0.023754734867147558,3.2087209574200406,0.0743215350594313,circle
14,4.205484494285714,4.9218380335714285,5.871808200000001,0.48760113571428576,3.267333985714285,0.7805873571428572,3.9301983756890695,3.686205811742027,3.171791704744972,0.10601207043838792,1.2654438502289485,0.29226130536233863,15.446459272269,13.588113286520697,10.060262618289016,0.011238559078633723,1.6013481380822654,0.08541667061209815,circle
13,3.820290410769231,4.875395396153847,6.187627692307692,0.47761418461538463,2.3545486176923083,0.8195238307692309,3.6668589238565676,3.6715141252354284,2.8942215658315122,0.14887869540346674,1.7579181498390606,0.30571516147025435,13.445854367466545,13.480015971803274,8.37651847212421,0.02216486594503823,3.0902762215335855,0.09346175995278368,circle
15,4.096718013733334,4.937687586666667,3.836634158666667,0.57327474,1.9212240306666668,0.73808592,3.910376059250918,3.7559759424641195,3.472961026552705,0.1306153875811361,1.815778903928412,0.2819272155234283,15.291040924762736,14.107355280369232,12.06145829195402,0.017060379472970403,3.297053027951465,0.07948295485279361,circle
13,4.192738046153846,5.0366111,3.5936525,0.6436110384615384,1.3072039592307694,0.6776968384615386,3.6804046011211966,3.5207636804003504,3.2183191599506324,0.11142036600823953,1.675765358765815,0.31804841700585473,13.545378027954076,12.39577689322622,10.357578215305345,0.012414497961410057,2.808189537639521,0.10115479555993005,circle
15,3.0907319473333335,5.485846167999999,3.358573446666666,0.4942220066666666,0.6848632373333333,0.8353352933333332,3.5400589665483673,3.539256770735869,3.1877720739803594,0.11502323446927562,1.2222058988663174,0.25237494634024055,12.532017486639493,12.526338489199691,10.161890795649041,0.013230344467773957,1.4937872592236228,0.0636931135402393,circle
16,3.8506643349999994,4.6335227181250005,3.5805244625,0.5673065312499999,2.0328521724999997,0.7904357999999998,3.831715358389879,3.8386739357252613,3.6001047069649963,0.13258177370468724,1.8464579530920253,0.23931283795497682,14.682042587720881,14.735417584816469,12.960753901111522,0.017577926718680897,3.4094069725367917,0.057270634410065,circle
17,5.109370555294117,6.304467388235294,4.846664008235295,0.6097196705882353,2.015122318117647,0.6998506294117647,3.9322473813264582,3.351405348485805,3.706414473206775,0.12546380788273173,1.8040997968318566,0.2730210537876666,15.462569467948788,11.231917809859258,13.737508247196658,0.01574116708843502,3.254776076928746,0.07454049581132793,circle
16,3.98158211875,4.53111018875,3.672980675,0.50288390625,0.859497055875,0.81057743125,3.9211974487280203,3.7932239628952065,3.567077127415934,0.14317279275890493,1.43516911527367,0.24318913426686983,15.375789431911135,14.388548032682413,12.724039232933913,0.020498448586384343,2.0597103894354087,0.05914095502546965,circle
15,4.320186475333333,2.779030455333333,3.4483262733333344,1.2200521026666666,0.82374682,0.4932617133333333,3.693847761545985,2.9087019384777535,3.7092408964697703,1.6169963447038735,0.21604849943690022,0.1543141041404009,13.644511285478284,8.460546966904241,13.758468028043865,2.6146771787856884,0.046676954108936276,0.02381284273665449,circle
15,3.985538458666667,4.296139916666667,3.2169696093333333,0.5635904933333332,1.3970540333333334,0.7857585000000001,3.9220640949276717,3.7111064859753884,3.4394800161172556,0.13445060954311547,1.7621628848451578,0.2807043023290571,15.382586764720816,13.772311350248595,11.830022781269957,0.01807696640651529,3.105218032725809,0.07879490534604267,circle
17,5.073130467647058,5.841184664705882,5.769206041176472,0.5131548705882354,1.3920899047058821,0.8150563294117648,4.05697429993722,3.5630408933577113,3.4893728637998516,0.14248439799506127,1.7442263907581825,0.2589036395536554,16.459040470351095,12.695260407739319,12.175722982622778,0.02030180367201502,3.0423257022173162,0.06703109457412913,circle
20,4.848909124,5.033496438999999,3.817293730500001,0.51765137,1.057189963,0.7777710150000001,3.927042798879127,3.7610606091383856,3.5921861715217904,0.15265663122551243,1.5883549600177105,0.25060481220546876,15.421665144228408,14.145576905612405,12.903801490872377,0.023304047057122097,2.5228714790128626,0.06280277190053828,circle
18,4.840505095666668,5.455563336666666,5.479774694444444,0.5050455722222222,2.7599012278888884,0.7699652444444446,4.015300865802599,3.6620412378297416,3.6038163450680765,0.1634540508187165,1.6773944868735868,0.2705615780000907,16.122641042915106,13.410546027565585,12.987492248979828,0.02671722672904756,2.8136522645939035,0.07320356748989915,circle
18,4.378477060388889,4.092408716111111,3.7385626,0.48670788888888894,1.5317382884444446,0.8136122055555557,4.04268058213847,3.734412093270001,3.470808847933258,0.1787863278149674,1.7863112758440354,0.24762220322821188,16.343266289199438,13.945833682361231,12.046514058891791,0.03196455101356098,3.1909079742075455,0.06131675553159387,circle
16,4.8466083187499995,5.652893412499999,5.593103156250001,0.481216425,2.4144134975,0.84703070625,3.748127774365413,3.574315817075207,3.298797126517475,0.16268980607613565,1.774913109231765,0.28750651284890805,14.048461812969425,12.775733560194006,10.88206248191995,0.026467973001090626,3.150316545322771,0.08265999493053933,circle
17,4.63637187,5.286441895882353,5.872932873529413,0.5954877117647058,2.7039148723529416,0.6911046647058823,4.039306210060078,3.7354808587031183,3.4006113982853408,0.11150923070980627,1.6670986148812563,0.26606830778423607,16.315994658629908,13.953817245737385,11.564157882148182,0.012434308533492802,2.7792177917390037,0.07079234440716699,circle
