n_samples,gyro_mean_x,gyro_mean_y,gyro_mean_z,acce_mean_x,acce_mean_y,acce_mean_z,gyro_std_x,gyro_std_y,gyro_std_z,acce_std_x,acce_std_y,acce_std_z,gyro_variance_x,gyro_variance_y,gyro_variance_z,acce_variance_x,acce_variance_y,acce_variance_z,gyro_skew_x,gyro_skew_y,gyro_skew_z,acce_skew_x,acce_skew_y,acce_skew_z,gyro_kurt_x,gyro_kurt_y,gyro_kurt_z,acce_kurt_x,acce_kurt_y,acce_kurt_z,gyro_max_x,gyro_max_y,gyro_max_z,acce_max_x,acce_max_y,acce_max_z,gyro_min_x,gyro_min_y,gyro_min_z,acce_min_x,acce_min_y,acce_min_z,gyro_range_x,gyro_range_y,gyro_range_z,acce_range_x,acce_range_y,acce_range_z,gyro_rms_x,gyro_rms_y,gyro_rms_z,acce_rms_x,acce_rms_y,acce_rms_z,gyro_energy_x,gyro_energy_y,gyro_energy_z,acce_energy_x,acce_energy_y,acce_energy_z,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,acce_corr_xy,acce_corr_xz,acce_corr_yz,label
13,4.815190930769231,6.026917723076924,4.603797873846154,0.6207744846153845,2.388052069230769,1.199669463076923,3.3284401674454744,2.882617585811628,3.1122047020008448,0.11759538652543924,1.6125401090655873,1.1911540539900196,11.078513948264458,8.309484146030458,9.685818107156166,0.013828674932067457,2.600285603345256,1.4188479803368585,-0.14693124430004745,-0.6374066973659817,-0.21697212673755278,0.015433271685268214,-0.43820080311196746,1.6366351072757808,-1.6645699150654918,-1.1783167062503368,-1.6013187140610572,-0.7783015541870641,-1.7163824272898942,1.173934045753854,9.043217,9.071189,8.52993,0.8425293,3.958008,3.900635,0.2695105,0.7555244,0.09734266,0.427002,0.1550293,0.07763672,8.7737065,8.3156646,8.43258734,0.41552730000000004,3.8029787,3.8229982799999997,5.853595275386462,6.680809934938217,5.557047144877083,0.6318145579848282,2.881506253455407,1.6905782445589828,445.4395094243473,580.2318780279993,401.45004861502497,5.18946526386033,107.940017753134,37.15471241268971,0.3619284494719812,0.14826361063392512,0.23766835458827823,-0.4427315766734964,0.03178529094430966,0.3832503639942202,circle
11,3.830514990909091,4.600584981818182,5.543827109090909,0.5284978727272728,3.0015535909090914,1.3381569454545454,3.5362010449736845,3.164838906661951,3.122508994860164,0.0906869828601266,1.3399573237257185,1.2281070600876904,12.504717830472977,10.016205305121213,9.75006242298263,0.008224128860272894,1.7954856294061898,1.5082469510372298,0.3462865932135459,-0.05992058833227432,-0.45302239285805423,0.09880176701458283,-1.5008523584435431,1.498031617965712,-1.62730741445555,-1.5368534873367032,-1.3984116133045719,-1.292140931521435,0.4999179797173259,0.507374866901797,8.982798,8.787553,9.068531,0.6782227,3.975342,3.955566,0.07482517,0.1797203,0.2377622,0.3972168,0.0949707,0.2397461,8.90797283,8.607832700000001,8.8307688,0.2810059,3.8803712999999997,3.7158199,5.2132104241102954,5.584047589343434,6.362710227448198,0.5362220904975152,3.287067019168524,1.8162904397990616,298.95319218657477,342.9974622805744,445.3248958232129,3.16287543371278,118.85290547355991,36.288020578760154,0.8218637939577834,0.4135333123936105,0.21602581169078666,-0.5838486274878254,0.23917459849044725,0.2617808270065611,circle
11,5.026255581818181,4.058207354545455,6.074977818181818,0.47887074545454544,3.010742212818182,0.734086449090909,3.436113950505177,3.133476315489311,2.8176655444408336,0.11540401168311708,1.4205670110403952,0.3915290612561734,11.806879080856293,9.818673819732469,7.939239120329059,0.013318085912557022,2.0180106328562424,0.1532950058081404,-0.3082720276999097,-0.02927235862331243,-0.7483900376965925,0.3803300598034758,-1.556101729295538,-0.44480240177317754,-1.7252859706196335,-1.679440881468008,-1.0687176610276585,-0.253216206521226,0.5653704972645319,-0.8889555174978674,8.816783,8.483217,9.112867,0.7194824,3.968994,1.349365,0.2341259,0.1058741,1.20979,0.3032227,0.004394531,0.03027344,8.582657099999999,8.3773429,7.903077,0.41625969999999995,3.964599469,1.31909156,6.0885239799654824,5.127155229971031,6.696610680913904,0.49258022368417215,3.3290508114027886,0.8319723075601978,407.77136680076194,289.1649282744122,493.290540729032,2.66898804441224,121.90837235391722,7.613957126017443,0.0783842018204041,0.441364428647031,-0.1549245966694873,-0.44455323916945083,-0.6010726897079708,0.2518825643282358,circle
12,5.664079400000001,5.274836830250001,5.638030333333333,1.4446207583333335,3.8118287500000005,0.9259440416666666,3.350897538245452,3.3019009660778953,3.0405220500328376,1.7402388847190813,0.13278992624199384,0.38307827044654,11.22851431181943,10.902549989786138,9.24477433673589,3.028431375888312,0.017633164511354164,0.14674896128831244,-0.4689806138342724,-0.33054742348327604,-0.5690314464823927,0.6924235338185811,-1.4163558935613259,-0.7355894807742552,-1.5456514747843646,-1.3640473131003656,-1.3497258268422265,-1.4933407868651072,1.6043940782269965,-0.7957443126504375,9.023077,9.117622,8.805735,3.993408,3.971436,1.376465,0.26,0.002937063,0.34,0.01879883,3.456055,0.203125,8.763077000000001,9.114684937000002,8.465735,3.97460917,0.5153810000000001,1.17334,6.58105688786564,6.223058217271313,6.405635048636682,2.2617162755960103,3.81414100209181,1.002058545987366,519.7237171358854,464.7174429065761,492.38592451587203,61.384326135550644,174.572059006055,12.049455955035773,-0.2777336626353603,0.28010055160440966,-0.07356100604918499,0.25762742964922186,0.4643253260654521,0.4478139084432851,circle
11,5.165162177272728,5.362631945454546,5.592880072727272,0.6767799727272727,2.415660590909091,0.9534134909090907,3.712826210532453,3.1774109950213667,3.010405208804697,1.061181879146822,1.735928387401361,0.4305538747814883,13.785078469616776,10.095940631282671,9.062539521198453,1.12610698062958,3.0134473661858894,0.18537663908935353,-0.21461720911347776,-0.4315833801105339,-0.43620495528331693,2.7419442759657153,-0.5364863055654285,0.2866575508018004,-1.8328057373261364,-1.3554163056318123,-1.4370734062500674,5.752168483823329,-1.6581890340023762,-0.4680828485803463,9.067133,9.091748,9.11007,3.998779,3.991211,1.845703,0.06475525,0.0413986,0.7502098,0.1179199,0.03466797,0.2885742,9.00237775,9.0503494,8.3598602,3.8808591,3.9565430299999997,1.5571288,6.361130307354623,6.233278592658303,6.351601926215801,1.258625485247422,2.974703927562733,1.0461232832399883,445.10376665860065,427.391382150615,443.7713173201911,17.42551923325739,97.33749802322865,12.038113161104938,0.5174127379078697,0.264492704260118,0.01954355220268189,0.3101166946727403,-0.03167677955221951,-0.07286738524198398,circle
12,5.452435893333333,5.099498917500001,5.280839161666667,0.4331054666666667,3.0653890250000004,0.7792562250000001,3.5765363378857713,3.4006996403701772,3.122158532413883,0.10337532910345304,1.3054758257276873,0.3536087385223017,12.791612176217363,11.564758044013852,9.74787390152481,0.010686458667247224,1.704267131559387,0.12503913995933352,-0.4269879140111026,-0.2787249311510442,-0.4248445892550261,0.2779144393196362,-1.6812089417595675,-0.839453719041844,-1.6651335356848567,-1.559834607224604,-1.458824890597294,-1.3578391233061267,1.0019339133438931,-0.42807791426571473,8.80993,9.136784,9.010769,0.59375,3.979004,1.176758,0.06027972,0.0565035,0.02055944,0.2868652,0.1687012,0.0078125,8.74965028,9.0802805,8.99020956,0.3068848,3.8103028,1.1689455,6.520787479064705,6.129408393442023,6.134748255056365,0.4452716069140254,3.331797863939203,0.8557332552615822,510.2480321655243,450.8357670431703,451.62163383500524,2.37920164708558,133.21052407379807,8.787352849927009,0.4119216524643477,0.4470580455788217,0.143933674750386,-0.3686958855910996,-0.7678695690511659,-0.09899435860827595,circle
12,5.782179370833333,4.396060508333334,5.829440624999999,0.29829916,3.4399414375,0.8916625499999999,3.4510193618157987,3.4501801164384998,3.1068348539665274,0.16701771479521246,1.0444219790348659,0.35869286827932034,11.909534635627521,11.90374283586758,9.652422809821214,0.02789491705541493,1.0908172702911056,0.12866057375444584,-0.44483546263641294,0.04754796906956568,-0.706238884070476,0.3557469153008489,-2.9299611279355386,-0.829277957496918,-1.617317241725177,-1.6409888428626163,-1.2040389455944578,-1.4047908609907365,6.776807224336556,-0.49416658917157896,9.000839,9.116223,9.025175,0.5844727,3.913818,1.305176,0.04755245,0.1296504,0.2114685,0.08837892,0.00390625,0.1174316,8.95328655,8.9865726,8.8137065,0.49609377999999993,3.90991175,1.1877444,6.733730980082147,5.588299457687956,6.605664297420934,0.34187323076269155,3.5949985206840727,0.9611049249831927,544.117594945417,374.7490899455461,523.6176097226593,1.4025276709454464,155.08817236464805,11.08467212192338,-0.09536505304084904,0.21204191007597725,0.08122387331564365,0.20450762672864203,-0.8708890228497139,-0.0437694325936197,circle
13,5.033684830769231,4.142237761538461,5.87348046923077,0.7143554692307692,3.1308780230769235,1.1006798692307693,3.539703001987305,3.5099163204462935,3.050787684743222,0.11804316918172442,1.2594009980022884,1.1730160945662567,12.529497342277937,12.319512576535248,9.307305497380908,0.013934189790465214,1.5860908737691604,1.3759667581114732,-0.2291547972756332,0.10949285688948295,-0.6977363594189275,-0.510934292967352,-1.7203003697665165,1.7216559519226533,-1.7394968491889613,-1.7562910219478063,-1.1700752147734308,-0.876203153903151,1.267731534803886,1.3159477205651147,9.143077,9.094545,8.883077,0.875244,3.998291,3.842529,0.0551049,0.1499301,0.5317482,0.4777832,0.2348633,0.1352539,9.0879721,8.9446149,8.351328800000001,0.3974608,3.7634277000000003,3.7072751,6.153655849801336,5.429332026101407,6.6185404977091595,0.7240427654568325,3.3746834028031762,1.6085592723432158,492.27724413132455,383.20940124545535,569.4660181576106,6.815093040734911,148.05034489901792,33.63701812433737,0.22367599062741333,0.5563035371931196,0.021134603900990537,-0.35370456056502075,-0.18251465691488247,0.2797041698529467,circle
13,5.580645536923077,4.323141415384615,5.944357053846153,0.7898700307692307,2.382925166923077,1.3483323553846154,3.2744686483563266,3.600407810205365,3.0958477874336334,0.10328632570891602,1.6817454949789659,1.3832281184565465,10.722144929068508,12.962936399787793,9.584273522957725,0.010668065078448287,2.828267909882047,1.9133200276888376,-0.5308509779262022,0.12815537699996282,-0.7944128436674506,0.5336309197846963,-0.4611096904059194,1.151318563000559,-1.4768881177101882,-1.763548037989789,-1.1105998188252426,-0.836387679739778,-1.7029585915757959,-0.4897656238858117,8.827413,9.04014,8.873007,0.9899901,3.992432,3.952393,0.01552448,0.2525874,0.5232168,0.6535645,0.01318359,0.09155272,8.81188852,8.7875526,8.3497902,0.3364256,3.97924841,3.8608402799999997,6.470374760232051,5.62605439870621,6.7022126425955975,0.7965944580436358,2.9166076632000784,1.9316625399551193,544.2547439920236,411.4823452636194,583.9555059853874,8.24931549761584,110.58580339348649,48.50716218745622,0.10114579283651984,0.23494845715465548,-0.306931470289096,-0.5575033748408288,-0.547296257580846,0.11916467966882303,circle
13,4.961172663846154,5.460645418461539,5.492447476153846,0.7053410538461541,2.561842634384615,1.3740985615384615,3.4301639901705254,3.4244223554125317,3.097919040305914,0.11925957696017937,1.578976354334034,1.3807758570801125,11.76602499946258,11.726668468249112,9.597102380289915,0.014222846696720946,2.493166327545997,1.9065419674953192,-0.19046285669005822,-0.4275512914008816,-0.4775000842314482,-0.46753430752732883,-0.7623693365714506,1.1660030194837094,-1.6590070281562648,-1.5032568328268407,-1.3188595177101077,-1.3258375272053735,-1.3049464652340466,-0.46164002040939245,9.078462,9.165315,9.147972,0.8518065,3.922363,3.931641,0.04727273,0.06685314,0.07832169,0.5141602,0.002685547,0.1455078,9.03118927,9.09846186,9.06965031,0.33764630000000007,3.919677453,3.7861332,6.031522129608489,6.445565673733695,6.30587675574132,0.7153522551425444,3.0093527561415434,1.9479961048003633,472.93036959944,540.0891191073833,516.9330615617827,6.652475036187811,117.73065214165715,49.33095471612605,-0.0012632417913854836,0.2748271828636658,-0.10102895431370627,-0.5579638981409561,-0.1064448137661215,-0.022627759776489377,circle
