n_estimators,max_leaf_nodes,optimal_n_features,accuracy,estimated_memory_usage_kb
19,16,31,0.9513111888111888,16.34765625
19,17,36,0.9541375291375293,17.42578125
19,18,30,0.9527292152292152,18.41796875
19,19,27,0.9513209013209014,19.43359375
19,20,29,0.9582847707847708,20.48828125
19,21,21,0.9568861693861692,21.46484375
19,22,16,0.9540986790986792,22.46484375
19,23,16,0.955506993006993,23.50390625
19,24,25,0.956895881895882,24.61328125
19,25,28,0.9540986790986792,25.67578125
19,26,21,0.9582653457653456,26.66015625
19,27,33,0.9596833721833722,27.79296875
19,28,27,0.9554972804972806,28.78515625
19,29,22,0.9582847707847708,29.78515625
19,30,25,0.9582944832944832,30.84765625
19,31,31,0.96520979020979,31.93359375
19,32,19,0.9582750582750584,32.87890625
19,33,30,0.9582556332556332,33.94921875
19,34,27,0.9596639471639472,35.01953125
19,35,32,0.9624320124320124,35.98828125
19,36,34,0.9652292152292152,37.09765625
19,37,20,0.9555167055167054,38.08203125
19,38,17,0.9596736596736596,39.09765625
19,39,31,0.9582944832944832,40.08203125
19,40,36,0.9596736596736596,41.26953125
19,41,23,0.9610431235431236,42.04296875
19,42,36,0.961072261072261,42.14453125
19,43,16,0.9610625485625488,44.17578125
19,44,35,0.9638694638694638,44.87109375
19,45,35,0.9638694638694638,44.98046875
19,46,16,0.961052836052836,46.74609375
19,47,16,0.961052836052836,46.85546875
19,48,16,0.9624417249417252,47.94921875
19,49,16,0.9624417249417252,47.23828125
19,50,16,0.9624417249417252,48.33203125
20,10,22,0.9402000777000776,10.5625
20,11,26,0.942987567987568,11.6875
20,12,26,0.9443667443667444,12.78125
20,13,28,0.947144522144522,13.890625
20,14,17,0.9457556332556332,14.8984375
20,15,16,0.9471639471639473,15.984375
20,16,31,0.9541083916083916,17.1953125
20,17,23,0.9596736596736598,18.2265625
20,18,19,0.955487567987568,19.2890625
20,19,27,0.9582750582750584,20.4453125
20,20,28,0.9568861693861692,21.546875
20,21,34,0.9666278166278166,22.6875
20,22,23,0.9554778554778556,23.6953125
20,23,24,0.9582944832944832,24.796875
20,24,22,0.9582653457653456,25.875
20,25,20,0.9582847707847708,26.953125
20,26,13,0.9527000777000778,27.9921875
20,27,28,0.9624611499611498,29.203125
20,28,24,0.9583041958041958,30.265625
20,29,20,0.956895881895882,31.328125
20,30,26,0.9624611499611498,32.46875
20,31,26,0.9624611499611498,33.5625
20,32,29,0.9638597513597512,34.6796875
20,33,24,0.9596639471639472,35.734375
20,34,23,0.9624514374514376,36.8203125
20,35,33,0.9652292152292152,37.9921875
20,36,24,0.9652389277389276,39.015625
20,37,27,0.9638500388500388,40.1328125
20,38,24,0.9624417249417248,41.203125
20,39,24,0.961052836052836,41.9140625
20,40,18,0.9582653457653456,43.34375
20,41,18,0.9582653457653456,43.890625
20,42,18,0.9568764568764568,44.765625
20,43,20,0.9554778554778556,46.2578125
20,44,20,0.9554778554778556,47.078125
20,45,20,0.9554778554778556,47.4609375
20,46,20,0.9554778554778556,48.8828125
20,47,22,0.961072261072261,47.75
20,48,26,0.9624514374514376,48.109375
20,49,26,0.9624514374514376,50.5703125
20,50,22,0.9638500388500388,51.140625
21,10,22,0.9388014763014764,11.08203125
21,11,27,0.9443473193473194,12.26953125
21,12,24,0.947144522144522,13.39453125
21,13,28,0.945765345765346,14.57421875
21,14,16,0.9471445221445224,15.62890625
21,15,31,0.9499417249417248,16.89453125
21,16,27,0.947144522144522,18.01171875
21,17,26,0.954079254079254,19.15234375
21,18,20,0.9499417249417248,20.25390625
21,19,32,0.9568764568764568,21.49609375
21,20,21,0.954118104118104,22.55859375
21,21,20,0.9582750582750584,23.69921875
21,22,16,0.9541083916083916,24.81640625
21,23,30,0.9596930846930848,26.07421875
21,24,34,0.9555167055167056,27.25390625
21,25,37,0.9638403263403263,28.42578125
21,26,29,0.9638209013209011,29.51171875
21,27,32,0.9582944832944832,30.68359375
21,28,38,0.9624708624708624,31.87890625
21,29,19,0.9582750582750584,32.87890625
21,30,26,0.9582750582750584,34.08203125
21,31,28,0.9582847707847708,35.24609375
21,32,23,0.9596542346542346,36.35546875
21,33,23,0.9624611499611498,37.50390625
21,34,14,0.956895881895882,38.58203125
21,35,26,0.961072261072261,39.82421875
21,36,24,0.9596542346542346,40.95703125
21,37,24,0.9568667443667443,42.10546875
21,38,22,0.956895881895882,43.23828125
21,39,27,0.9624611499611498,44.42578125
21,40,26,0.9569055944055944,44.69140625
21,41,27,0.9666083916083916,45.51953125
21,42,27,0.9694055944055944,46.99609375
21,43,27,0.9694055944055944,48.14453125
21,44,27,0.9666083916083916,47.76171875
21,45,27,0.961052836052836,48.85546875
21,46,27,0.9666083916083916,49.07421875
21,47,27,0.9666083916083916,50.11328125
21,48,27,0.9666083916083916,50.55078125
21,49,27,0.9666083916083916,50.16796875
21,50,27,0.9666083916083916,52.30078125
22,10,22,0.934644522144522,11.6015625
22,11,22,0.9429584304584304,12.8046875
22,12,22,0.944357031857032,14.0078125
22,13,28,0.9443764568764568,15.2578125
22,14,38,0.9513306138306138,16.5390625
22,15,16,0.9540889665889664,17.5703125
22,16,27,0.9540889665889664,18.859375
22,17,41,0.9554972804972806,20.171875
22,18,24,0.9527195027195028,21.2421875
22,19,24,0.94996114996115,22.4453125
22,20,26,0.9554778554778556,23.6640625
22,21,41,0.9680167055167056,24.984375
22,22,23,0.9513209013209012,26.046875
22,23,30,0.9583139083139084,27.3046875
22,24,21,0.9610625485625486,28.4375
22,25,24,0.954118104118104,29.6640625
22,26,25,0.9568667443667443,30.875
22,27,27,0.9596639471639472,32.09375
22,28,20,0.9596639471639472,33.2421875
22,29,28,0.956895881895882,34.5078125
22,30,20,0.9568667443667443,35.6484375
22,31,22,0.9569055944055944,36.8671875
22,32,23,0.956895881895882,38.078125
22,33,22,0.9582750582750584,39.2734375
22,34,32,0.9624514374514376,40.5546875
22,35,19,0.955506993006993,41.65625
22,36,17,0.954118104118104,42.84375
22,37,23,0.9582653457653456,44.09375
22,38,24,0.9638500388500388,44.921875
22,39,31,0.9707944832944831,46.5078125
22,40,24,0.9568861693861695,47.0
22,41,30,0.9624708624708624,48.8515625
22,42,30,0.9610431235431236,47.4296875
22,43,30,0.9610431235431236,49.6171875
22,44,24,0.9596736596736598,52.140625
22,45,30,0.9680264180264182,51.0390625
22,46,20,0.9582847707847708,53.421875
22,47,21,0.961072261072261,54.140625
22,48,21,0.9596833721833722,54.46875
22,49,21,0.9596833721833722,55.5625
22,50,21,0.9596833721833722,55.8359375
23,10,30,0.9388209013209012,12.18359375
23,11,16,0.9415986790986792,13.33203125
23,12,31,0.942968142968143,14.70703125
23,13,32,0.949941724941725,15.97265625
23,14,22,0.9485334110334108,17.15234375
23,15,26,0.9485334110334108,18.44140625
23,16,36,0.9610625485625486,19.77734375
23,17,34,0.9540889665889668,21.01953125
23,18,25,0.954118104118104,22.20703125
23,19,36,0.9582750582750584,23.55078125
23,20,19,0.9540889665889668,24.67578125
23,21,29,0.956895881895882,26.01171875
23,22,29,0.9582944832944832,27.26953125
23,23,37,0.9582847707847708,28.58984375
23,24,22,0.9596736596736598,29.73046875
23,25,20,0.9568861693861692,30.97265625
23,26,28,0.961072261072261,32.29296875
23,27,26,0.9652389277389276,33.53515625
23,28,21,0.9582847707847708,34.75390625
23,29,25,0.954118104118104,36.04296875
23,30,25,0.9596639471639472,37.30078125
23,31,26,0.961052836052836,38.56640625
23,32,21,0.9582847707847708,39.78515625
23,33,34,0.9624514374514376,41.14453125
23,34,19,0.9582847707847708,42.28515625
23,35,29,0.9652292152292152,43.62109375
23,36,17,0.9596833721833722,44.73046875
23,37,15,0.9596930846930846,46.02734375
23,38,29,0.9596639471639472,46.95703125
23,39,38,0.9624514374514372,48.44921875
23,40,29,0.961052836052836,49.19921875
23,41,24,0.9569055944055944,50.96484375
23,42,27,0.9582944832944832,50.55078125
23,43,15,0.9569055944055944,53.51953125
23,44,15,0.9569055944055944,54.23046875
23,45,15,0.9569055944055944,55.48828125
23,46,31,0.9610625485625486,55.06640625
23,47,31,0.9610625485625486,53.75390625
23,48,24,0.9582847707847708,56.81640625
23,49,24,0.9582847707847708,56.98046875
23,50,24,0.9582847707847708,56.32421875
24,10,17,0.9387820512820512,12.6015625
24,11,27,0.9415695415695418,13.9921875
24,12,29,0.9471445221445224,15.3203125
24,13,22,0.9457750582750584,16.578125
24,14,28,0.9527195027195028,17.9375
24,15,19,0.9499222999223,19.1796875
24,16,19,0.9513014763014762,20.4921875
24,17,31,0.9541278166278164,21.8984375
24,18,23,0.9527000777000776,23.1484375
24,19,16,0.9527097902097902,24.40625
24,20,17,0.9582944832944832,25.7265625
24,21,23,0.9541083916083916,27.0859375
24,22,27,0.9582653457653458,28.4296875
24,23,19,0.9554972804972806,29.6796875
24,24,31,0.9596736596736596,31.0859375
24,25,26,0.9596736596736596,32.359375
24,26,21,0.9582847707847708,33.6328125
24,27,20,0.9596736596736598,34.9375
24,28,26,0.9582944832944832,36.296875
24,29,27,0.9596736596736596,37.6171875
24,30,24,0.961052836052836,38.90625
24,31,31,0.961072261072261,40.2734375
24,32,26,0.9596736596736598,41.546875
24,33,19,0.9610722610722612,42.8046875
24,34,27,0.9638403263403262,44.1796875
24,35,23,0.9610625485625486,45.4609375
24,36,37,0.9666472416472416,46.7734375
24,37,21,0.9555167055167056,48.0703125
24,38,20,0.9652195027195029,49.1015625
24,39,19,0.9610431235431236,50.3515625
24,40,26,0.9582847707847708,50.5703125
24,41,25,0.961052836052836,51.6015625
24,42,25,0.9596639471639472,53.1328125
24,43,26,0.9610625485625486,53.8515625
24,44,29,0.9596833721833722,56.1171875
24,45,28,0.9582847707847708,56.1640625
24,46,25,0.9582944832944832,57.0703125
24,47,28,0.9596736596736596,57.6953125
24,48,29,0.961052836052836,57.4296875
24,49,29,0.961052836052836,56.5
24,50,29,0.961052836052836,57.921875
25,10,33,0.9457653457653457,13.24609375
25,11,27,0.944357031857032,14.56640625
25,12,28,0.9540986790986792,15.94140625
25,13,28,0.9471348096348096,17.30859375
25,14,36,0.9513306138306138,18.73828125
25,15,20,0.9499125874125872,19.98046875
25,16,31,0.948552836052836,21.43359375
25,17,27,0.9499320124320124,22.76953125
25,18,27,0.9596639471639472,24.13671875
25,19,26,0.955487567987568,25.49609375
25,20,33,0.9596736596736596,26.91796875
25,21,31,0.9596639471639472,28.26953125
25,22,31,0.9582556332556332,29.63671875
25,23,27,0.956895881895882,30.97265625
25,24,27,0.9569055944055944,32.33984375
25,25,30,0.9610431235431236,33.73046875
25,26,37,0.9694055944055944,35.15234375
25,27,32,0.9610722610722612,36.48046875
25,28,24,0.9582847707847708,37.78515625
25,29,23,0.9596639471639472,39.14453125
25,30,26,0.959683372183372,40.53515625
25,31,23,0.9624417249417248,41.87890625
25,32,21,0.9596639471639472,43.23046875
25,33,27,0.9582944832944832,44.64453125
25,34,24,0.9582944832944832,45.98828125
25,35,31,0.9680167055167054,47.41015625
25,36,25,0.961072261072261,48.73046875
25,37,25,0.963830613830614,50.04296875
25,38,19,0.9596445221445222,51.25390625
25,39,27,0.9596833721833722,52.79296875
25,40,22,0.9596542346542346,53.90234375
25,41,28,0.963830613830614,54.93359375
25,42,28,0.9624611499611498,54.98828125
25,43,24,0.9582750582750584,58.18359375
25,44,24,0.9582750582750584,58.34765625
25,45,32,0.9624611499611498,59.83203125
25,46,32,0.961072261072261,59.66796875
25,47,32,0.961072261072261,58.13671875
25,48,25,0.961072261072261,60.76171875
25,49,23,0.9610431235431236,63.26171875
25,50,23,0.9610431235431236,61.83984375
26,10,20,0.9457264957264956,13.6640625
26,11,26,0.941579254079254,15.1328125
26,12,28,0.9457459207459208,16.5703125
26,13,27,0.9485236985236984,17.984375
26,14,27,0.9513111888111888,19.40625
26,15,21,0.9485236985236984,20.78125
26,16,27,0.9527097902097902,22.25
26,17,16,0.9527292152292152,23.5859375
26,18,27,0.9527000777000778,25.09375
26,19,27,0.9610431235431234,26.515625
26,20,23,0.9527097902097902,27.90625
26,21,25,0.954118104118104,29.34375
26,22,23,0.9568861693861692,30.75
26,23,41,0.96246114996115,32.3125
26,24,31,0.9596639471639472,33.65625
26,25,24,0.9582847707847708,35.0234375
26,26,27,0.9624708624708624,36.46875
26,27,21,0.9582847707847708,37.84375
26,28,22,0.954118104118104,39.2734375
26,29,34,0.9624417249417252,40.7890625
