n_estimators,max_leaf_nodes,optimal_n_features,accuracy,estimated_memory_usage_kb
26,30,21,0.9610625485625488,42.109375
26,31,27,0.9610625485625486,43.578125
26,32,35,0.9624514374514376,45.0625
26,33,33,0.9596736596736598,46.46875
26,34,33,0.9610625485625486,47.890625
26,35,25,0.9638209013209011,49.25
26,36,37,0.9638403263403263,50.765625
26,37,25,0.9610625485625486,52.09375
26,38,24,0.9610625485625486,53.5078125
26,39,20,0.9582750582750584,54.8984375
26,40,27,0.9638403263403262,55.2265625
26,41,27,0.9568861693861692,56.59375
26,42,23,0.9596639471639472,58.4765625
26,43,23,0.9568861693861692,59.84375
26,44,27,0.9596736596736598,58.8359375
26,45,27,0.9596736596736598,60.421875
26,46,17,0.9582750582750584,61.9296875
26,47,17,0.9582750582750584,64.28125
26,48,25,0.9596639471639472,62.59375
26,49,25,0.9596639471639472,62.4296875
26,50,25,0.9596639471639472,62.6484375
27,10,33,0.9388014763014764,14.28515625
27,11,27,0.9388014763014764,15.71484375
27,12,31,0.9485236985236986,17.22265625
27,13,17,0.948513986013986,18.58984375
27,14,23,0.9429778554778554,20.11328125
27,15,26,0.9541083916083916,21.61328125
27,16,23,0.9527097902097902,23.06640625
27,17,27,0.9568861693861692,24.57421875
27,18,22,0.9527195027195028,26.01171875
27,19,17,0.9554972804972804,27.44921875
27,20,24,0.9624514374514376,28.98046875
27,21,32,0.9596639471639472,30.51953125
27,22,26,0.9582653457653456,31.94921875
27,23,21,0.9540889665889664,33.38671875
27,24,27,0.9582847707847708,34.91015625
27,25,19,0.956895881895882,36.32421875
27,26,28,0.9596736596736596,37.87109375
27,27,25,0.9554972804972806,39.32421875
27,28,34,0.9638500388500388,40.87109375
27,29,35,0.9610625485625486,42.35546875
27,30,31,0.9610625485625486,43.80078125
27,31,17,0.9596736596736598,45.16796875
27,32,20,0.9638403263403263,46.66796875
27,33,26,0.9596736596736596,48.19140625
27,34,31,0.9666375291375292,49.70703125
27,35,27,0.9638597513597512,51.15234375
27,36,28,0.9596639471639472,52.63671875
27,37,25,0.9610819735819736,53.98046875
27,38,27,0.9624514374514376,55.25390625
27,39,27,0.9638500388500388,57.05859375
27,40,21,0.9582944832944832,58.16015625
27,41,27,0.9582750582750584,58.04296875
27,42,22,0.9582750582750584,61.39453125
27,43,17,0.961072261072261,62.12109375
27,44,31,0.9624514374514376,60.97265625
27,45,31,0.9624514374514376,64.03515625
27,46,25,0.9582847707847708,61.80078125
27,47,30,0.9596930846930848,61.56640625
27,48,30,0.9596930846930848,65.12109375
27,49,30,0.9596930846930848,66.37890625
27,50,21,0.9568764568764568,68.87890625
28,10,16,0.9402000777000776,14.671875
28,11,28,0.9471542346542348,16.296875
28,12,23,0.9485431235431236,17.7890625
28,13,26,0.9457556332556332,19.34375
28,14,32,0.955487567987568,20.921875
28,15,24,0.9499125874125872,22.390625
28,16,21,0.956895881895882,23.8984375
28,17,21,0.9513209013209012,25.4296875
28,18,21,0.9554778554778556,26.9609375
28,19,24,0.9527097902097902,28.515625
28,20,31,0.9541083916083916,30.1015625
28,21,18,0.9540986790986792,31.53125
28,22,26,0.9666083916083916,33.125
28,23,29,0.9610625485625488,34.6796875
28,24,25,0.9569055944055944,36.1796875
28,25,31,0.9596736596736596,37.7578125
28,26,34,0.9638403263403262,39.3125
28,27,21,0.9568861693861695,40.7421875
28,28,25,0.9568861693861692,42.3046875
28,29,31,0.9638597513597512,43.8828125
28,30,27,0.96246114996115,45.3828125
28,31,19,0.9582750582750584,46.8515625
28,32,27,0.9610819735819736,48.4453125
28,33,31,0.9666375291375292,50.0078125
28,34,24,0.9624417249417248,51.484375
28,35,27,0.9652389277389276,52.9296875
28,36,19,0.961072261072261,54.5078125
28,37,29,0.9596736596736598,56.1171875
28,38,22,0.961052836052836,57.59375
28,39,31,0.9582944832944832,58.703125
28,40,34,0.9610625485625486,60.5859375
28,41,29,0.9610625485625486,61.4765625
28,42,17,0.9596542346542346,63.1875
28,43,31,0.9638694638694638,63.1328125
28,44,31,0.9638694638694638,62.640625
28,45,23,0.9624417249417248,66.515625
28,46,23,0.9624417249417248,67.71875
28,47,15,0.9596639471639472,71.15625
28,48,15,0.9624417249417248,71.7578125
28,49,15,0.9624417249417248,73.234375
28,50,15,0.9624417249417248,74.0546875
29,10,25,0.9402000777000776,15.26171875
29,11,26,0.9457653457653457,16.85546875
29,12,28,0.944376456876457,18.45703125
29,13,30,0.9513306138306138,20.05859375
29,14,14,0.9485625485625484,21.51953125
29,15,36,0.954118104118104,23.27734375
29,16,27,0.9527097902097902,24.79296875
29,17,26,0.9513306138306138,26.37109375
29,18,27,0.9568667443667443,27.96484375
29,19,20,0.9513111888111888,29.49609375
29,20,27,0.9680167055167056,31.13671875
29,21,34,0.9666278166278164,32.77734375
29,22,25,0.955487567987568,34.29296875
29,23,27,0.9596639471639472,35.89453125
29,24,29,0.9638403263403262,37.49609375
29,25,23,0.955506993006993,39.03515625
29,26,36,0.9610625485625486,40.72265625
29,27,16,0.9554972804972806,42.15234375
29,28,23,0.9596833721833722,43.79296875
29,29,29,0.961052836052836,45.42578125
29,30,30,0.9638403263403263,47.01953125
29,31,24,0.956895881895882,48.55859375
29,32,30,0.9638597513597512,50.19140625
29,33,34,0.9638597513597512,51.80859375
29,34,26,0.9596736596736598,53.33203125
29,35,27,0.9596639471639472,54.87109375
29,36,16,0.9582847707847708,56.42578125
29,37,21,0.956895881895882,57.94140625
29,38,24,0.968026418026418,59.60546875
29,39,24,0.9652486402486404,61.13671875
29,40,26,0.9610625485625486,61.69921875
29,41,25,0.9582750582750584,63.33203125
29,42,25,0.9624417249417252,64.75390625
29,43,18,0.9596736596736596,66.28515625
29,44,18,0.9596736596736596,67.65234375
29,45,19,0.9638403263403262,69.08203125
29,46,19,0.9638403263403262,71.59765625
29,47,19,0.9652292152292152,70.72265625
29,48,23,0.9610625485625486,72.50390625
29,49,23,0.9610625485625486,73.10546875
29,50,23,0.9610625485625486,72.83203125
30,10,31,0.9471542346542348,15.828125
30,11,28,0.9401612276612276,17.4453125
30,12,27,0.9485431235431236,19.078125
30,13,17,0.9457556332556332,20.640625
30,14,25,0.9499320124320124,22.34375
30,15,31,0.9652292152292152,24.03125
30,16,26,0.9527000777000778,25.6328125
30,17,27,0.9527097902097902,27.28125
30,18,25,0.9554972804972806,28.90625
30,19,28,0.9596736596736596,30.5703125
30,20,22,0.9540889665889664,32.1640625
30,21,20,0.954079254079254,33.7890625
30,22,36,0.9568861693861692,35.5546875
30,23,22,0.9624611499611498,37.0859375
30,24,37,0.9707944832944831,38.84375
30,25,31,0.9610625485625486,40.4375
30,26,31,0.9610625485625486,42.078125
30,27,30,0.9610722610722612,43.7109375
30,28,20,0.9582750582750584,45.2734375
30,29,29,0.9596639471639472,46.984375
30,30,17,0.9596639471639472,48.53125
30,31,28,0.961052836052836,50.2578125
30,32,23,0.9610625485625486,51.8046875
30,33,26,0.9624417249417252,53.5234375
30,34,28,0.9624514374514376,55.1796875
30,35,25,0.9596736596736598,56.796875
30,36,27,0.9694153069153068,58.453125
30,37,23,0.96246114996115,59.84375
30,38,24,0.9583041958041958,61.7109375
30,39,26,0.9610819735819736,63.09375
30,40,25,0.9624514374514376,64.7265625
30,41,24,0.9596736596736596,66.25
30,42,24,0.9638403263403263,67.5078125
30,43,23,0.9610625485625486,68.2109375
30,44,23,0.9610625485625486,70.5078125
30,45,23,0.9610625485625486,71.765625
30,46,23,0.9610625485625486,71.765625
30,47,23,0.9596736596736596,73.40625
30,48,23,0.9596736596736596,75.265625
30,49,23,0.9624514374514376,75.921875
30,50,29,0.9666278166278166,71.8671875
31,10,28,0.9388014763014764,16.32421875
31,11,36,0.9499320124320124,18.08203125
31,12,22,0.9457362082362084,19.66796875
31,13,26,0.944357031857032,21.39453125
31,14,27,0.9485236985236984,23.09765625
31,15,27,0.956895881895882,24.79296875
31,16,20,0.9527097902097902,26.43359375
31,17,24,0.955487567987568,28.16015625
31,18,17,0.9513306138306138,29.80078125
31,19,28,0.9554972804972806,31.58203125
31,20,27,0.956895881895882,33.26953125
31,21,26,0.9610625485625486,34.95703125
31,22,19,0.956895881895882,36.59765625
31,23,21,0.9554875679875678,38.30859375
31,24,27,0.9582556332556332,40.05078125
31,25,27,0.9624611499611498,41.74609375
31,26,24,0.956895881895882,43.41796875
31,27,28,0.9596833721833722,45.14453125
31,28,28,0.9582847707847708,46.83984375
31,29,25,0.9582847707847708,48.51171875
31,30,24,0.9596833721833722,50.19921875
31,31,29,0.9610625485625486,51.93359375
31,32,27,0.9610625485625486,53.50390625
31,33,30,0.9624708624708624,55.33203125
31,34,23,0.956895881895882,56.97265625
31,35,21,0.9596542346542346,58.65234375
31,36,27,0.9610722610722612,60.23046875
31,37,20,0.9582653457653456,62.03515625
31,38,27,0.9638403263403263,63.45703125
31,39,31,0.9652486402486404,64.91015625
31,40,27,0.9610625485625486,66.51953125
31,41,23,0.9624417249417248,68.67578125
31,42,23,0.9624417249417248,69.87890625
31,43,23,0.9666083916083916,71.13671875
31,44,24,0.961052836052836,73.00390625
31,45,27,0.9652389277389276,70.78515625
31,46,27,0.9666375291375292,71.38671875
31,47,27,0.9666375291375292,73.02734375
31,48,24,0.9624611499611498,75.24609375
31,49,24,0.9624611499611498,76.88671875
31,50,24,0.9624611499611498,76.44921875
32,10,33,0.942987567987568,16.8828125
32,11,20,0.944337606837607,18.53125
32,12,20,0.9457653457653457,20.28125
32,13,22,0.9499320124320124,22.046875
32,14,32,0.9499320124320124,23.875
32,15,31,0.955487567987568,25.6171875
32,16,25,0.9527195027195028,27.3203125
32,17,28,0.9513209013209012,29.09375
32,18,23,0.954118104118104,30.8046875
32,19,31,0.9554972804972804,32.6171875
32,20,20,0.9568473193473194,34.28125
32,21,24,0.9582750582750584,36.0625
32,22,28,0.9582847707847708,37.84375
32,23,26,0.9569055944055944,39.578125
32,24,28,0.956895881895882,41.34375
32,25,23,0.9596639471639472,43.0546875
32,26,25,0.9582944832944832,44.8203125
32,27,30,0.9666278166278164,46.609375
32,28,28,0.9596639471639472,48.34375
32,29,36,0.9610625485625486,50.15625
32,30,29,0.961052836052836,51.8515625
32,31,23,0.9582653457653456,53.5546875
32,32,25,0.956895881895882,55.3203125
32,33,30,0.9610625485625486,57.109375
32,34,27,0.9610625485625486,58.5625
32,35,21,0.9596542346542346,60.484375
32,36,30,0.9638403263403262,62.359375
32,37,28,0.9638500388500388,63.875
32,38,34,0.9652292152292152,65.1796875
32,39,20,0.9596639471639472,67.3125
32,40,28,0.961072261072261,68.5234375
32,41,27,0.9624514374514376,69.390625
32,42,28,0.9652389277389276,69.453125
32,43,28,0.96246114996115,72.4609375
32,44,28,0.96246114996115,71.6953125
32,45,32,0.9638500388500388,74.1875
32,46,32,0.9638500388500388,73.640625
32,47,32,0.9638500388500388,77.8515625
32,48,32,0.9638500388500388,77.3046875
32,49,32,0.9624611499611498,74.5703125
32,50,32,0.9624611499611498,76.4296875
33,10,49,0.9540695415695416,17.52734375
33,11,36,0.9471542346542348,19.23046875
33,12,30,0.9457556332556332,20.98828125
33,13,28,0.9471639471639473,22.77734375
33,14,31,0.9526903651903652,24.60546875
33,15,24,0.949941724941725,26.35546875
33,16,29,0.9541278166278164,28.19921875
33,17,31,0.9568861693861692,30.01953125
33,18,24,0.9610625485625486,31.76953125
33,19,21,0.9527097902097902,33.55078125
33,20,23,0.9540986790986792,35.37109375
33,21,27,0.956895881895882,37.20703125
33,22,19,0.9583041958041958,38.94921875
33,23,25,0.9568861693861692,40.80078125
33,24,26,0.9568861693861695,42.61328125
33,25,29,0.9596736596736598,44.44140625
33,26,23,0.9582847707847708,46.19921875
33,27,25,0.9554681429681432,48.01953125
33,28,29,0.9624514374514376,49.85546875
33,29,30,0.9638694638694638,51.66796875
33,30,36,0.9638694638694638,53.51953125
33,31,22,0.961072261072261,55.21484375
33,32,26,0.9582944832944832,56.88671875
33,33,27,0.9624514374514376,58.86328125
33,34,33,0.9652292152292152,60.49609375
33,35,31,0.9624417249417252,62.44921875
33,36,29,0.9652292152292152,64.29296875
33,37,29,0.9638500388500388,65.93359375
33,38,31,0.9624611499611498,67.48046875
33,39,29,0.966618104118104,69.16015625
33,40,24,0.9610625485625486,70.87109375
33,41,29,0.966618104118104,71.34765625
33,42,27,0.961052836052836,72.64453125
33,43,24,0.959683372183372,74.09765625
33,44,24,0.959683372183372,77.37890625
33,45,24,0.959683372183372,77.43359375
33,46,29,0.9652486402486404,76.21484375
33,47,29,0.9652486402486404,78.23828125
33,48,29,0.9652486402486404,79.55078125
33,49,29,0.9652486402486404,79.60546875
33,50,29,0.9652486402486404,80.15234375
34,10,33,0.941579254079254,17.921875
34,11,36,0.9485334110334112,19.8046875
34,12,26,0.947144522144522,21.5859375
34,13,16,0.9443570318570318,23.3671875
34,14,26,0.9471639471639473,25.3046875
34,15,32,0.9582750582750584,27.2109375
34,16,26,0.9513403263403262,29.0234375
34,17,32,0.955487567987568,30.9296875
34,18,34,0.9624611499611498,32.8046875
34,19,24,0.955487567987568,34.5859375
34,20,24,0.9554972804972806,36.4453125
34,21,28,0.9568764568764568,38.3359375
34,22,26,0.955506993006993,40.1796875
34,23,25,0.963830613830614,42.03125
34,24,22,0.955506993006993,43.8671875
34,25,28,0.9582847707847708,45.7734375
34,26,30,0.9624320124320124,47.6484375
34,27,34,0.959683372183372,49.5390625
34,28,25,0.9568861693861695,51.328125
34,29,25,0.9624417249417248,53.1875
34,30,32,0.9624417249417248,55.1015625
34,31,27,0.9596736596736596,56.921875
34,32,30,0.9610625485625486,58.8046875
34,33,29,0.9596639471639472,60.65625
34,34,31,0.963830613830614,62.421875
34,35,26,0.9610431235431236,64.3515625
34,36,35,0.9638403263403262,66.28125
34,37,28,0.9596736596736596,68.0859375
34,38,27,0.9610625485625486,69.828125
34,39,24,0.9610625485625488,71.6640625
34,40,28,0.9694055944055944,71.8046875
34,41,28,0.9624611499611498,73.5546875
34,42,25,0.9624611499611498,75.0078125
34,43,34,0.9624514374514376,76.71875
34,44,34,0.9652389277389276,79.5078125
34,45,34,0.9652389277389276,80.0
34,46,34,0.968026418026418,81.203125
34,47,34,0.968026418026418,81.96875
34,48,34,0.968026418026418,82.0234375
34,49,34,0.968026418026418,85.0859375
34,50,34,0.968026418026418,83.390625
35,10,35,0.9415889665889664,18.45703125
35,11,30,0.9457556332556332,20.33203125
35,12,27,0.947144522144522,22.22265625
35,13,26,0.9499222999223,24.12890625
35,14,16,0.9485334110334108,25.96484375
35,15,26,0.9513014763014762,27.95703125
35,16,32,0.954118104118104,29.91796875
35,17,26,0.9513306138306138,31.78515625
35,18,31,0.955487567987568,33.73828125
35,19,31,0.9624514374514376,35.65234375
35,20,21,0.9527097902097902,37.48828125
35,21,27,0.955506993006993,39.44921875
35,22,36,0.9582847707847708,41.43359375
35,23,36,0.9582653457653456,43.34765625
35,24,25,0.9582653457653456,45.17578125
35,25,32,0.9624514374514376,47.14453125
35,26,32,0.9680167055167054,49.05859375
35,27,25,0.9610625485625486,50.91796875
35,28,31,0.961052836052836,52.87890625
35,29,25,0.9624514374514376,54.74609375
35,30,24,0.956895881895882,56.65234375
35,31,34,0.9610819735819736,58.64453125
35,32,20,0.9596736596736596,60.44921875
35,33,34,0.9638403263403262,62.47265625
35,34,32,0.9638500388500388,64.20703125
35,35,25,0.9624417249417252,66.06640625
35,36,16,0.9568764568764568,68.07421875
35,37,24,0.9610625485625486,69.88671875
35,38,33,0.966618104118104,71.81640625
35,39,19,0.961052836052836,73.12890625
35,40,26,0.959683372183372,74.98828125
35,41,26,0.9624611499611498,75.80859375
35,42,30,0.9624514374514376,78.30078125
35,43,38,0.9680361305361306,79.56640625
35,44,34,0.968026418026418,79.75390625
35,45,34,0.968026418026418,82.92578125
35,46,24,0.9624417249417252,81.80859375
35,47,36,0.9624417249417248,79.93359375
35,48,36,0.9624417249417248,80.75390625
35,49,36,0.9624417249417248,81.46484375
35,50,24,0.961052836052836,85.63671875
36,10,37,0.941540404040404,18.9921875
36,11,25,0.944357031857032,20.8671875
36,12,27,0.9513014763014762,22.8515625
36,13,23,0.9485334110334108,24.7890625
36,14,33,0.9554972804972804,26.8359375
36,15,33,0.954118104118104,28.8046875
36,16,26,0.9513111888111888,30.71875
36,17,33,0.9596639471639472,32.7421875
36,18,32,0.9527195027195028,34.703125
36,19,35,0.961052836052836,36.6953125
36,20,30,0.9624514374514376,38.625
36,21,25,0.9568861693861692,40.5546875
36,22,30,0.9582750582750584,42.5625
36,23,24,0.9610625485625486,44.484375
36,24,23,0.9582750582750584,46.4453125
36,25,27,0.9624708624708624,48.4453125
36,26,25,0.9624514374514376,50.3984375
36,27,28,0.9624514374514376,52.390625
36,28,25,0.9582750582750584,54.3359375
36,29,30,0.9582847707847708,56.34375
36,30,24,0.9638403263403262,58.265625
36,31,25,0.9582944832944832,60.2421875
36,32,30,0.9624514374514376,62.25
36,33,23,0.961052836052836,64.1640625
36,34,24,0.9638500388500388,66.0859375
36,35,26,0.9638500388500388,68.0703125
36,36,31,0.9624611499611498,70.1328125
36,37,26,0.96246114996115,71.6796875
36,38,31,0.961072261072261,73.4140625
36,39,25,0.963830613830614,75.2265625
36,40,25,0.961052836052836,75.828125
36,41,31,0.9666278166278166,78.9921875
36,42,25,0.9596542346542346,79.1640625
36,43,36,0.9652389277389276,80.78125
36,44,31,0.9652389277389276,83.3671875
36,45,31,0.9638500388500388,84.1875
36,46,31,0.9680167055167054,84.296875
36,47,31,0.9680167055167054,87.3046875
36,48,31,0.9666278166278164,83.203125
36,49,31,0.9666278166278164,86.484375
36,50,31,0.9666278166278164,88.1796875
37,10,29,0.9443473193473194,19.44921875
37,11,33,0.9443667443667444,21.50390625
37,12,31,0.9485431235431234,23.51171875
37,13,33,0.9513209013209012,25.55078125
37,14,31,0.9527097902097902,27.55859375
37,15,37,0.9540986790986792,29.62890625
37,16,27,0.9526903651903652,31.57421875
37,17,29,0.9596542346542346,33.61328125
37,18,30,0.955487567987568,35.64453125
37,19,29,0.9554778554778556,37.66015625
37,20,18,0.9568861693861692,39.59765625
37,21,25,0.9596736596736596,41.67578125
37,22,27,0.9596736596736598,43.71484375
37,23,31,0.9596833721833722,45.76953125
37,24,25,0.9582847707847708,47.74609375
37,25,27,0.9582653457653456,49.78515625
37,26,26,0.961052836052836,51.80078125
37,27,18,0.9596833721833722,53.76171875
37,28,24,0.9638500388500388,55.83203125
37,29,25,0.961052836052836,57.86328125
37,30,25,0.9582750582750584,59.88671875
37,31,33,0.9638500388500388,61.97265625
37,32,29,0.9624514374514376,63.96484375
37,33,29,0.9610625485625486,65.98828125
37,34,30,0.961072261072261,68.01953125
37,35,31,0.9610819735819736,70.05078125
37,36,33,0.9624417249417252,71.76171875
37,37,36,0.9638209013209011,73.91796875
37,38,31,0.9652389277389276,75.35546875
37,39,32,0.9707944832944831,77.87890625
37,40,31,0.9638403263403262,79.67578125
37,41,30,0.9638500388500388,80.48828125
37,42,25,0.9610431235431236,80.39453125
37,43,25,0.9610431235431236,82.85546875
37,44,30,0.96246114996115,85.13671875
37,45,29,0.9638500388500388,86.22265625
37,46,36,0.9652292152292152,87.15234375
37,47,36,0.9652292152292152,86.60546875
37,48,36,0.9652292152292152,84.36328125
37,49,36,0.968006993006993,85.23828125
37,50,36,0.968006993006993,88.08203125
38,10,24,0.9415986790986792,19.9296875
38,11,18,0.9443667443667444,21.9609375
38,12,37,0.9499125874125872,24.1875
38,13,25,0.9527097902097902,26.171875
38,14,27,0.9513306138306138,28.265625
38,15,30,0.9541278166278166,30.3671875
38,16,25,0.954118104118104,32.40625
38,17,25,0.9540986790986792,34.484375
38,18,28,0.9540986790986792,36.5859375
38,19,31,0.9568861693861695,38.6875
38,20,20,0.9582653457653456,40.6796875
38,21,27,0.955487567987568,42.8125
38,22,28,0.9624514374514376,44.8984375
38,23,31,0.9582750582750584,47.0
38,24,29,0.9624514374514376,49.0625
38,25,35,0.9582847707847708,51.1875
38,26,31,0.9596542346542346,53.234375
38,27,20,0.9596542346542346,55.2265625
38,28,27,0.9610722610722612,57.359375
38,29,26,0.9624514374514376,59.4296875
38,30,31,0.9624514374514376,61.546875
38,31,29,0.9610431235431234,63.609375
38,32,26,0.9638500388500388,65.6640625
38,33,26,0.961052836052836,67.7421875
38,34,22,0.9610431235431236,69.7890625
38,35,24,0.9610625485625486,71.8828125
38,36,27,0.961052836052836,73.8203125
38,37,27,0.9610722610722612,75.953125
38,38,30,0.9610819735819736,77.5078125
38,39,25,0.9652292152292152,79.65625
38,40,25,0.9624417249417252,80.9140625
38,41,28,0.9638500388500388,83.125
38,42,29,0.9610625485625488,85.2109375
38,43,29,0.9610625485625488,85.703125
38,44,27,0.9610625485625486,84.484375
38,45,27,0.9610625485625486,88.8046875
38,46,27,0.9610625485625486,87.21875
38,47,29,0.9610625485625486,87.5078125
38,48,27,0.9624514374514376,91.4296875
38,49,27,0.9624514374514376,90.5
38,50,31,0.9610625485625486,90.96875
39,10,24,0.9513111888111888,20.44921875
39,11,26,0.942968142968143,22.59765625
39,12,29,0.9513111888111888,24.75390625
39,13,31,0.9485236985236984,26.90234375
39,14,30,0.9540986790986792,29.02734375
39,15,27,0.9554778554778556,31.13671875
39,16,26,0.9527097902097902,33.26171875
39,17,31,0.9554778554778556,35.43359375
39,18,31,0.9582653457653456,37.56640625
39,19,27,0.9554875679875678,39.66796875
39,20,27,0.9596639471639472,41.80078125
39,21,28,0.9582847707847708,43.94140625
39,22,30,0.9582944832944832,46.08984375
39,23,29,0.9568861693861692,48.21484375
39,24,33,0.9638403263403262,50.37890625
39,25,40,0.9721930846930849,52.56640625
39,26,31,0.9624514374514376,54.62890625
39,27,17,0.9610625485625486,56.65234375
39,28,27,0.9569055944055944,58.86328125
39,29,41,0.9652389277389276,61.10546875
39,30,23,0.9582847707847708,63.09765625
39,31,28,0.9582944832944832,65.26953125
39,32,24,0.959683372183372,67.37109375
39,33,26,0.9624514374514376,69.51953125
39,34,31,0.9624320124320124,71.69140625
39,35,31,0.9596542346542346,73.66015625
39,36,23,0.9624514374514372,75.83984375
39,37,22,0.963830613830614,77.80078125
39,38,34,0.9666083916083916,79.80859375
39,39,32,0.9638403263403263,81.87109375
39,40,31,0.9652292152292152,83.01171875
39,41,34,0.9652292152292152,85.27734375
39,42,31,0.9652389277389276,86.67578125
39,43,30,0.9624514374514376,87.43359375
39,44,32,0.9638403263403263,89.80078125
39,45,32,0.9638403263403263,92.04296875
39,46,32,0.9638403263403263,91.55078125
39,47,32,0.9624514374514376,93.68359375
39,48,32,0.9624514374514376,93.08203125
39,49,32,0.9624514374514376,92.86328125
39,50,32,0.9624514374514376,92.75390625
40,10,24,0.9415695415695418,20.96875
40,11,21,0.9415986790986792,23.1328125
40,12,24,0.9485236985236984,25.34375
40,13,30,0.9485431235431234,27.578125
40,14,26,0.9554972804972806,29.734375
40,15,36,0.9624222999223,32.0
40,16,28,0.9540986790986792,34.125
40,17,29,0.9527097902097902,36.3203125
40,18,27,0.9540986790986792,38.4921875
40,19,23,0.956895881895882,40.6484375
40,20,31,0.956895881895882,42.8984375
40,21,16,0.9568861693861695,44.96875
40,22,27,0.9568861693861692,47.2421875
40,23,28,0.9638500388500388,49.4375
40,24,26,0.9582847707847708,51.609375
40,25,30,0.9624611499611498,53.828125
40,26,29,0.9582847707847708,56.0078125
40,27,30,0.9583041958041958,58.203125
40,28,24,0.9624514374514372,60.34375
40,29,29,0.9638403263403262,62.5703125
40,30,28,0.9624708624708624,64.75
40,31,20,0.9596542346542346,66.875
40,32,32,0.9610625485625486,69.15625
40,33,27,0.9624417249417248,71.25
40,34,28,0.9624514374514376,73.5
40,35,33,0.96246114996115,75.7265625
40,36,20,0.9596639471639472,77.7578125
40,37,24,0.9638403263403263,79.921875
40,38,26,0.9610625485625486,81.9609375
40,39,31,0.9624320124320124,83.4765625
40,40,26,0.9624514374514376,86.3359375
40,41,20,0.9596833721833722,88.203125
40,42,20,0.961072261072261,89.515625
40,43,24,0.9624611499611498,92.0078125
40,44,24,0.9652389277389276,93.921875
40,45,24,0.9652389277389276,96.4375
40,46,20,0.9596736596736596,97.0625
40,47,29,0.9610625485625486,94.015625
40,48,29,0.9596736596736596,91.4453125
40,49,29,0.9596736596736596,96.4765625
40,50,29,0.9596736596736596,96.421875
41,10,37,0.9443376068376068,21.58984375
41,11,33,0.9443473193473194,23.80078125
41,12,31,0.9485236985236986,26.02734375
41,13,21,0.9457556332556332,28.19140625
41,14,29,0.949941724941725,30.49609375
41,15,24,0.9513014763014762,32.69921875
41,16,25,0.9541083916083916,34.94921875
41,17,28,0.9541083916083916,37.21484375
41,18,29,0.9610625485625486,39.46484375
41,19,36,0.9582750582750584,41.76171875
41,20,28,0.956895881895882,43.94140625
41,21,28,0.9596736596736596,46.18359375
41,22,29,0.9638500388500388,48.43359375
41,23,17,0.955506993006993,50.58203125
41,24,28,0.9582750582750584,52.91015625
41,25,25,0.9624417249417248,55.12890625
41,26,36,0.9652292152292152,57.45703125
41,27,30,0.9624514374514376,59.65234375
41,28,27,0.9582847707847708,61.87109375
41,29,27,0.9596736596736596,64.11328125
41,30,36,0.963830613830614,66.42578125
41,31,28,0.963830613830614,68.60546875
41,32,25,0.961072261072261,70.82421875
41,33,25,0.9638403263403262,73.01171875
41,34,33,0.9652486402486404,75.37109375
41,35,26,0.9610722610722612,77.50390625
41,36,32,0.961052836052836,79.84765625
41,37,19,0.9596639471639472,81.93359375
41,38,27,0.9624708624708624,83.69140625
41,39,33,0.9638500388500388,85.98046875
41,40,28,0.9680167055167056,87.41796875
41,41,26,0.9596639471639472,90.02734375
41,42,24,0.9610625485625486,92.08984375
41,43,26,0.961072261072261,91.44921875
41,44,24,0.9610625485625486,95.48046875
41,45,24,0.9610625485625486,95.42578125
41,46,24,0.9610625485625486,98.59765625
41,47,24,0.9610625485625486,99.19921875
41,48,24,0.9610625485625486,100.18359375
41,49,23,0.9596639471639472,100.66796875
41,50,23,0.9596639471639472,103.12890625
42,10,28,0.9415695415695416,22.0390625
42,11,32,0.944376456876457,24.3671875
42,12,26,0.9499222999223,26.6171875
42,13,30,0.947144522144522,28.9453125
42,14,32,0.9568861693861695,31.2578125
42,15,25,0.9513209013209014,33.5
42,16,21,0.9513111888111888,35.765625
42,17,32,0.9554778554778556,38.1484375
42,18,25,0.9540889665889664,40.390625
42,19,26,0.9596639471639472,42.6953125
42,20,33,0.9582750582750584,45.046875
42,21,30,0.9652292152292152,47.3203125
42,22,36,0.9638403263403263,49.6640625
42,23,28,0.9624417249417248,51.8984375
42,24,27,0.961052836052836,54.1875
42,25,28,0.9624417249417252,56.4921875
42,26,35,0.9610819735819736,58.84375
42,27,31,0.9582847707847708,61.109375
42,28,34,0.9610625485625486,63.4296875
42,29,37,0.9652389277389276,65.75
42,30,23,0.9568861693861692,67.9375
42,31,24,0.9596736596736598,70.2421875
42,32,24,0.9596833721833722,72.5390625
42,33,30,0.9638500388500388,74.8828125
42,34,26,0.9624514374514376,77.09375
42,35,27,0.9596736596736598,79.453125
42,36,24,0.9652389277389276,81.6171875
42,37,30,0.9638403263403263,83.578125
42,38,26,0.96246114996115,85.6796875
42,39,23,0.9624514374514372,88.5546875
42,40,31,0.9652389277389276,90.5859375
42,41,26,0.9624514374514376,92.3515625
42,42,32,0.9652195027195029,93.0546875
42,43,31,0.9652389277389276,95.015625
42,44,31,0.9638500388500388,97.3671875
42,45,31,0.9652389277389276,96.3828125
42,46,26,0.9596736596736598,98.640625
42,47,26,0.9624514374514376,97.8203125
42,48,31,0.9666278166278166,101.1953125
42,49,31,0.9666278166278166,106.0078125
42,50,31,0.9666278166278166,100.2109375
43,10,28,0.9415695415695416,22.55859375
