n_estimators,max_leaf_nodes,max_acc_n_features,optimal_n_features,accuracy,n_samples,gyro_mean_x,gyro_mean_y,gyro_mean_z,acce_mean_x,acce_mean_y,acce_mean_z,gyro_std_x,gyro_std_y,gyro_std_z,acce_std_x,acce_std_y,acce_std_z,gyro_variance_x,gyro_variance_y,gyro_variance_z,acce_variance_x,acce_variance_y,acce_variance_z,gyro_skew_x,gyro_skew_y,gyro_skew_z,acce_skew_x,acce_skew_y,acce_skew_z,gyro_kurt_x,gyro_kurt_y,gyro_kurt_z,acce_kurt_x,acce_kurt_y,acce_kurt_z,gyro_max_x,gyro_max_y,gyro_max_z,acce_max_x,acce_max_y,acce_max_z,gyro_min_x,gyro_min_y,gyro_min_z,acce_min_x,acce_min_y,acce_min_z,gyro_range_x,gyro_range_y,gyro_range_z,acce_range_x,acce_range_y,acce_range_z,gyro_rms_x,gyro_rms_y,gyro_rms_z,acce_rms_x,acce_rms_y,acce_rms_z,gyro_energy_x,gyro_energy_y,gyro_energy_z,acce_energy_x,acce_energy_y,acce_energy_z,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,acce_corr_xy,acce_corr_xz,acce_corr_yz
10,10,38,38,0.9443861693861695,0.1701441364762601,0.003277353864755929,0.022573343990882018,0.01787451217248668,0.0,0.0,0.0,0.07952145854874917,0.12257567430563768,0.014075449434066392,0.0,0.0,0.01847576682955975,0.004463425840974955,0.06520509199321076,0.030453762558860797,0.0075923784086430815,0.0,0.0,0.0,0.04265455364833242,0.011507844032910521,0.011817239582967634,0.0,0.0,0.032193719001500955,0.054691191064406744,0.057275341969513435,0.004540113540012184,0.0,0.0051794777969479,0.0,0.0,0.0,0.012550719946527336,0.0,0.0,0.0,0.0,0.0,0.00795180757955134,0.0,0.08307007666596791,0.0,0.001997666010115345,0.0,0.011290164327878553,0.0,0.0,0.008448093716104981,0.024266526690111867,0.009744920421086604,0.017527434884988962,0.0,0.0,0.0,0.01273659207544384,0.0026447777421753187,0.013658060715360226,0.0,0.008683222016068602,0.0,0.0067427566052701655,0.0,0.0,0.00259534554266983,0.0
10,11,40,16,0.9318764568764568,0.1711940305081729,0.0031836302006988475,0.022045966847928665,0.017275960110788646,0.0,0.0,0.0028597358699946327,0.07700000906091817,0.11911470955040952,0.013661544911430226,0.0,0.0,0.017893551123815847,0.00437186215595358,0.06338257029857701,0.0315760193728815,0.007361927871678909,0.0,0.0,0.0,0.04146137867278051,0.011205308922602021,0.011494155338763024,0.0,0.0,0.031141428944471,0.055516332253875075,0.05580473291779033,0.004446976666912899,0.0,0.00499928352754045,0.0,0.0,0.0,0.01229565734137944,0.0,0.0,0.0,0.0,0.0,0.00776206407117157,0.0,0.08103139783491693,0.0,0.0019308685981445542,0.0019425369457925254,0.010982917048736843,0.0,0.0,0.008203794963393728,0.023477859931340377,0.012830412594196376,0.017008011633983373,0.0033437727644439427,0.0,0.0029406131901863605,0.01578611206557808,0.002556342384352385,0.013292098612699676,0.0,0.00847613478687894,0.0,0.006603360108188685,0.0,0.0,0.002544929996632489,0.0
10,12,36,33,0.9415889665889665,0.16763891727468666,0.003105671157157046,0.02430183703390786,0.016841833486876085,0.0,0.0,0.005564851531113778,0.07470692800904807,0.11632509443671173,0.013298650829645464,0.0,0.0,0.01739697942927474,0.0042907875250689665,0.06161671107233622,0.030642269862796313,0.007177274390625451,0.0,0.0,0.0,0.04034328032740131,0.010939340024749953,0.013640085634854953,0.0,0.0,0.030229833358924336,0.05443184072463688,0.05668630803249467,0.004364509064101709,0.0,0.004815974067588822,0.0,0.0,0.0016875871298748044,0.01206570763567281,0.0,0.0,0.0,0.0,0.001871782353889756,0.007599108833249109,0.0,0.08104650712953435,0.0,0.0018982835081874725,0.0019062881588622724,0.010756723081036642,0.0,0.0,0.007996165113923292,0.02273122488570769,0.012465382203502573,0.01660658387544951,0.003287343685618928,0.0,0.0028625011515805367,0.015243256864039134,0.0025132018792785194,0.016315011123937333,0.0,0.010144449684163231,0.003666714619040861,0.006479759578919815,0.0,0.0,0.0024974402305304065,0.0
10,13,52,18,0.9373737373737374,0.16483750299163577,0.003039426320050459,0.02389369399020343,0.016517844995381597,0.0,0.0,0.006798248080283981,0.07280644696671121,0.11412260977703073,0.013084366721905364,0.0,0.0,0.01693407541611767,0.004204847559138832,0.060253410834091824,0.0298397764979804,0.008825639440923188,0.0,0.0,0.0,0.04160293120793005,0.01074788859347046,0.013355220232511178,0.0,0.0,0.02945485635777322,0.05339370200369263,0.05571038736268583,0.007253313061752661,0.0,0.004672640058739552,0.0,0.0,0.0016621900117734629,0.01185415962618741,0.0016113221595563602,0.0,0.0,0.0,0.0018390019820263034,0.009194137624810268,0.0,0.0794203873179413,0.0,0.001869715542958417,0.0018727675054223051,0.010592729539749626,0.0,0.0,0.00784209410113457,0.022167582568547124,0.012238788369882615,0.01628465273776199,0.003237871243962208,0.0020028949331103033,0.002816377036207564,0.01876410221462036,0.0024753797817935234,0.01859309773124539,0.0,0.009934529708682008,0.0035575851058255873,0.0063662800773413575,0.0,0.0,0.0024535246094500103,0.0
10,14,36,31,0.9415986790986791,0.1644605747604497,0.0029776540010284847,0.023577877067669277,0.0162434152061721,0.0,0.0,0.00665949519721595,0.07112966515950958,0.1121685981243584,0.01287785499588511,0.0,0.0,0.01652335199870521,0.004144196780551811,0.059155974338915715,0.02917765382949822,0.008696545351876831,0.0,0.0,0.0,0.04082670840093124,0.010583418039864142,0.01311863954812205,0.0,0.0,0.02878428802124207,0.05260524287246046,0.05486111428011985,0.007113514175307796,0.0,0.004550014254332541,0.0,0.0,0.0016436021787354154,0.01168840229646499,0.001585890518314788,0.0014424013649484764,0.0,0.001118273657427154,0.001812988106900899,0.009043991141132758,0.0,0.0781824400748917,0.0,0.004473143631381975,0.00184735792151382,0.012031010168051495,0.0,0.0,0.010122259695064225,0.021682952101394714,0.01203184030377563,0.016034521363024922,0.00320166298277957,0.001974005149256637,0.0027719259064561096,0.018380148251197565,0.002447698261772449,0.019516224599371853,0.001414564822640446,0.009767055730812905,0.0034642220969346464,0.006276224918856521,0.0,0.0,0.005809396352681897,0.0
10,15,52,11,0.9401806526806527,0.16164908954364698,0.002914141334480429,0.0243172177521473,0.015940431693019667,0.0,0.0,0.006515322374516534,0.07111038916175469,0.10996025661124463,0.012627401976906481,0.0017452352166211127,0.0,0.0161798184639835,0.004086575909916079,0.05824972486488188,0.028635462663794957,0.008531417076557272,0.0,0.0,0.0,0.04014521320885353,0.010398352071980367,0.012896760986681102,0.0,0.0,0.028226952684812616,0.051782924748027974,0.05391622914811758,0.006994777526901755,0.0,0.0044556173191195965,0.0,0.0,0.0016268185632490088,0.013925720919147446,0.0015550475659591018,0.002557684241548625,0.0,0.0011068544251350214,0.0017867991054866543,0.010285490675217489,0.0,0.07910376031078124,0.0,0.006344653638358056,0.0018263841648359289,0.01180282079271048,0.0,0.0,0.00991341989471967,0.02125967302589866,0.011804060511756032,0.015809182730164167,0.003168969256088737,0.0019465586013819385,0.0027180165238858884,0.01805971612661114,0.0024227036329116246,0.019164311077118388,0.0013941311308806048,0.0117038545805211,0.0033923515641036328,0.00618556350599319,0.0,0.0,0.007856141097570268,0.0
10,16,36,17,0.943006993006993,0.15951653798032842,0.002865858078954453,0.02393730969982217,0.015710195908685103,0.0,0.0,0.00825621480640402,0.06994588156732413,0.10850556611562823,0.012457774626781873,0.0017128904821391636,0.0,0.015970417967616855,0.004033636661543486,0.05821221113236878,0.028170603341491428,0.008407711419682972,0.0,0.0,0.0,0.03945302798171416,0.0102604365442206,0.014354949057402333,0.0,0.0,0.027794138931598412,0.051121896023840985,0.05321236552901019,0.0068860670683660915,0.0,0.004369485023284319,0.0,0.0,0.0016098312691034482,0.01373563536145686,0.0015341581859889563,0.002518416570910982,0.0,0.0010952966140054677,0.001765760567329875,0.010143673147964206,0.0,0.07784522919402127,0.0,0.006249740973439762,0.0017928562805078474,0.011621976964803651,0.0,0.0011774428413455578,0.009767190923516725,0.020873588972861352,0.01162987912827906,0.015589381251435983,0.004430086719520501,0.0019213420505232316,0.004055060262550918,0.01773445558404083,0.004250722308940375,0.018869820113891125,0.002673158710865534,0.011524874459825385,0.0033267734393300314,0.006112732031294988,0.0,0.0,0.009652412728308923,0.0013433273957289779
10,17,36,22,0.9457362082362083,0.15772936490143877,0.0028276134993313476,0.02370798547112887,0.015533473371769309,0.0,0.0,0.00813601924682652,0.06879027169726311,0.10695032956559475,0.012270845358607969,0.0016885668479043757,0.0,0.015606242116516613,0.003984246295179039,0.05752319068401195,0.027737077724384288,0.008304632029104279,0.0,0.0,0.0008517596963712972,0.03995527763750771,0.010116540520637528,0.01558939593604585,0.001500502888951328,0.0,0.02731952017897986,0.05049296817738906,0.05251664099647912,0.006794261387757485,0.0,0.004304225637015716,0.0,0.0,0.0015939064717807262,0.01359352101194277,0.0015111380980871092,0.004772048354552799,0.0,0.0010844617042102228,0.0017457104745816317,0.01001779538372906,0.001224462451844857,0.07693421912044901,0.0,0.0061653976511034546,0.0017775854532966202,0.012842694422226285,0.0,0.0011640730568959977,0.011103286587129491,0.020578369881710683,0.013526052278597791,0.015402376106077528,0.004369553912782876,0.0018978159385430687,0.004002012113499552,0.01748666477278307,0.004200688922234087,0.01860010484951117,0.002641652628589315,0.011351653310709446,0.0032770872196157047,0.006043322369282912,0.0,0.0,0.009538222858688807,0.0013231707293479902
10,18,50,23,0.9499125874125873,0.1561300058561081,0.004016702964203816,0.024469022789689977,0.015381725808299168,0.0,0.0,0.008931099140368586,0.06780853698810084,0.10809920803623693,0.013354104269747664,0.0016230693094903606,0.0,0.01545478634111474,0.0038958945578322344,0.05627786030699776,0.02732948258096408,0.008216298645114046,0.0,0.0,0.0008446991921659761,0.03953904955775096,0.00995694400818854,0.015241129895250649,0.0014821372338182748,0.0,0.02703088914424162,0.0496459708806576,0.05185911835677165,0.006672508620428076,0.0,0.004254169564178128,0.0,0.0,0.0015799226876551174,0.013473117499951498,0.0014926422715397293,0.0047100074733617435,0.0,0.0010749474205099857,0.0028929201157272544,0.009845481306198701,0.0020262411402810995,0.07913699322930703,0.0,0.00609766488718928,0.0017628504879985591,0.012720228694279304,0.0,0.001153575833603006,0.010973686663635771,0.020096597707042082,0.013288465243609748,0.015075537914441148,0.004330040484699136,0.0018557313576933298,0.0048591053393733695,0.01693304394639585,0.004108996724372585,0.018291149200170047,0.003508236805305918,0.011227006157882385,0.0032389762722830396,0.005988825700052328,0.0,0.0,0.00943661782699053,0.0013069755607306613
10,19,44,20,0.943006993006993,0.15694277782280797,0.003950635561254891,0.02424807957985672,0.015220143906612726,0.0,0.0,0.008838408935462396,0.06781791863788023,0.10690529138619027,0.0130996777405217,0.00160189342331081,0.0,0.015315013924136117,0.004970258989911993,0.05716674735801837,0.026974666731736895,0.008097541946562219,0.0,0.0,0.0008379816289496728,0.03902428999356857,0.009792392349801851,0.015057273205452582,0.0014533078027900049,0.0,0.02671150062605352,0.049141195085275584,0.051151304409707145,0.006586547791413185,0.0,0.0041887642770822,0.0,0.0,0.0015679646926929677,0.01530373750938463,0.0014636085043315636,0.004665711006595824,0.0,0.0010668114427564717,0.002860204808423221,0.00972861395061354,0.0020062640395420834,0.07827387945422153,0.0,0.006010178408370936,0.0017488312256341,0.013381758598108088,0.0,0.001143683155928599,0.010808643658805833,0.019808722075832536,0.013070146688316645,0.01492279747786624,0.004295419996585936,0.0027393814758914477,0.004788525948908241,0.01801774861413006,0.004068276617174979,0.01807940837247548,0.003474533477777271,0.011127220786393707,0.0031891789687694696,0.006694339708017255,0.0,0.0,0.009319242977815348,0.0012815532442784598
