n_estimators,max_leaf_nodes,accuracy
22,10,0.8874922408441961
22,11,0.8986281812538796
22,12,0.8964307883302297
22,13,0.8908317815021725
22,14,0.888578522656735
22,15,0.8975543140906268
22,16,0.8975605214152701
22,17,0.9030974549968963
22,18,0.9108628181253879
22,19,0.8908504034761018
22,20,0.9152886405959032
22,21,0.9086468032278088
22,22,0.9030974549968963
22,23,0.9142209807572936
22,24,0.9041961514587212
22,25,0.9097454996896337
22,26,0.8952638112973309
22,27,0.9064245810055865
22,28,0.9030850403476102
22,29,0.8997268777157046
22,30,0.8974984481688392
22,31,0.911973929236499
22,32,0.9175418994413409
22,33,0.8941527001862198
22,34,0.9142271880819367
22,35,0.9197889509621353
22,36,0.913078833022967
22,37,0.9064121663563004
22,38,0.9041589075108629
22,39,0.9074984481688393
22,40,0.9042023587833643
22,41,0.9064369956548728
22,42,0.924252017380509
22,43,0.9075481067659839
22,44,0.9197579143389198
22,45,0.913078833022967
22,46,0.9108876474239602
22,47,0.9175791433891993
22,48,0.9086281812538795
22,49,0.9086468032278088
22,50,0.9142147734326505
23,10,0.9019677219118559
23,11,0.8852948479205462
23,12,0.9053010552451892
23,13,0.8975605214152701
23,14,0.8953072625698324
23,15,0.9031160769708256
23,16,0.8975046554934825
23,17,0.8885909373060212
23,18,0.9053072625698324
23,19,0.9097703289882061
23,20,0.9019615145872129
23,21,0.910869025450031
23,22,0.9019863438857852
23,23,0.9075046554934822
23,24,0.9119987585350714
23,25,0.9153445065176908
23,26,0.904177529484792
23,27,0.9052886405959031
23,28,0.9153010552451892
23,29,0.9097392923649906
23,30,0.9030415890751087
23,31,0.9231222842954686
23,32,0.9097579143389198
23,33,0.9086219739292364
23,34,0.8997082557417754
23,35,0.9131160769708255
23,36,0.8941589075108629
23,37,0.9086033519553073
23,38,0.9064183736809435
23,39,0.9197827436374922
23,40,0.9108876474239602
23,41,0.92756052141527
23,42,0.9075232774674115
23,43,0.9164183736809435
23,44,0.9219987585350713
23,45,0.9219987585350713
23,46,0.9208876474239602
23,47,0.9086157666045935
23,48,0.919770328988206
23,49,0.9086157666045935
23,50,0.9063997517070141
24,10,0.8864059590316573
24,11,0.8908131595282434
24,12,0.8908504034761018
24,13,0.8997703289882061
24,14,0.905270018621974
24,15,0.8819366852886406
24,16,0.9008814400993173
24,17,0.9042147734326506
24,18,0.8975232774674116
24,19,0.9086468032278088
24,20,0.9019553072625698
24,21,0.9119863438857851
24,22,0.9030974549968963
24,23,0.9086343885785226
24,24,0.9086343885785226
24,25,0.9086343885785226
24,26,0.9053134698944755
24,27,0.9109186840471757
24,28,0.9119801365611421
24,29,0.91756052141527
24,30,0.9164369956548727
24,31,0.9086157666045935
24,32,0.9142458100558659
24,33,0.9208876474239602
24,34,0.9209186840471757
24,35,0.9097330850403476
24,36,0.9197517070142768
24,37,0.921973929236499
24,38,0.9008504034761018
24,39,0.9153196772191186
24,40,0.9108504034761019
24,41,0.9097206703910615
24,42,0.9085909373060211
24,43,0.910869025450031
24,44,0.9097330850403476
24,45,0.9041589075108629
24,46,0.9063935443823713
24,47,0.9253693358162632
24,48,0.9264680322780882
24,49,0.9119490999379266
24,50,0.9186716325263811
25,10,0.8919615145872128
25,11,0.8852762259466171
25,12,0.9041899441340782
25,13,0.9030726256983239
25,14,0.9030788330229671
25,15,0.884177529484792
25,16,0.9108628181253879
25,17,0.8997206703910614
25,18,0.8952824332712602
25,19,0.9019490999379268
25,20,0.9075356921166977
25,21,0.9064183736809435
25,22,0.9097579143389198
25,23,0.9108504034761017
25,24,0.901973929236499
25,25,0.9030850403476102
25,26,0.9153631284916202
25,27,0.9142333954065798
25,28,0.9008193668528864
25,29,0.9041961514587212
25,30,0.9131098696461825
25,31,0.9086281812538795
25,32,0.9108379888268157
25,33,0.9086219739292364
25,34,0.9108379888268157
25,35,0.9130602110490379
25,36,0.9197765363128492
25,37,0.9164680322780882
25,38,0.9108814400993172
25,39,0.9119987585350714
25,40,0.9186592178770949
25,41,0.9219987585350713
25,42,0.918665425201738
25,43,0.9253258845437615
25,44,0.9242147734326505
25,45,0.9119553072625697
25,46,0.9119925512104283
25,47,0.9119801365611421
25,48,0.9119801365611421
25,49,0.9063935443823713
25,50,0.9242396027312229
26,10,0.8842085661080075
26,11,0.9019863438857852
26,12,0.8953072625698324
26,13,0.9042023587833643
26,14,0.8975418994413408
26,15,0.9086530105524518
26,16,0.8996958410924891
26,17,0.9097703289882061
26,18,0.9075418994413408
26,19,0.8953134698944755
26,20,0.893072625698324
26,21,0.8963997517070142
26,22,0.9008379888268155
26,23,0.9075046554934822
26,24,0.9042147734326506
26,25,0.9197827436374922
26,26,0.9186343885785228
26,27,0.9030726256983239
26,28,0.8986405959031657
26,29,0.9097579143389198
26,30,0.9052948479205462
26,31,0.9097454996896337
26,32,0.9119490999379266
26,33,0.9097330850403476
26,34,0.9086281812538795
26,35,0.9097268777157044
26,36,0.9231222842954686
26,37,0.913078833022967
26,38,0.9119677219118559
26,39,0.9097579143389198
26,40,0.9231098696461825
26,41,0.9197579143389198
26,42,0.9231409062693979
26,43,0.9041340782122905
26,44,0.9041340782122905
26,45,0.9030788330229671
26,46,0.9041899441340782
26,47,0.9298261949099939
26,48,0.911973929236499
26,49,0.9074984481688393
26,50,0.9074984481688393
27,10,0.9008504034761018
27,11,0.8852824332712601
27,12,0.9008876474239603
27,13,0.8975356921166977
27,14,0.9053258845437616
27,15,0.8963935443823712
27,16,0.9030353817504656
27,17,0.900869025450031
27,18,0.9142147734326505
27,19,0.9075481067659839
27,20,0.9008379888268155
27,21,0.9030415890751087
27,22,0.9131222842954687
27,23,0.9130912476722532
27,24,0.9097703289882061
27,25,0.8997454996896337
27,26,0.9131036623215394
27,27,0.9075418994413408
27,28,0.9064059590316573
27,29,0.905276225946617
27,30,0.9052948479205462
27,31,0.9130912476722532
27,32,0.9119801365611421
27,33,0.9119677219118559
27,34,0.9141961514587212
27,35,0.9097454996896337
27,36,0.9164245810055867
27,37,0.9153258845437616
27,38,0.9197641216635629
27,39,0.9197641216635629
27,40,0.9075232774674115
27,41,0.919770328988206
27,42,0.9141899441340782
27,43,0.9097454996896337
27,44,0.9153134698944754
27,45,0.9264307883302296
27,46,0.9041899441340782
27,47,0.9130850403476101
27,48,0.9130850403476101
27,49,0.9130850403476101
27,50,0.9130850403476101
28,10,0.8975356921166977
28,11,0.8897579143389199
28,12,0.8986033519553074
28,13,0.8896710117939168
28,14,0.8896958410924892
28,15,0.8919553072625698
28,16,0.8975418994413408
28,17,0.9119987585350714
28,18,0.9019615145872129
28,19,0.9108504034761017
28,20,0.8964059590316573
28,21,0.9075108628181253
28,22,0.8975170701427684
28,23,0.9164121663563003
28,24,0.9164369956548727
28,25,0.9075232774674115
28,26,0.9108814400993174
28,27,0.9119925512104284
28,28,0.9253631284916202
28,29,0.9097454996896337
28,30,0.904177529484792
28,31,0.9052886405959031
28,32,0.9164307883302296
28,33,0.904177529484792
28,34,0.9108814400993172
28,35,0.9097330850403476
28,36,0.9242271880819366
28,37,0.9242023587833643
28,38,0.9052886405959031
28,39,0.9175543140906269
28,40,0.9119925512104283
28,41,0.9231098696461825
28,42,0.9197765363128492
28,43,0.918665425201738
28,44,0.9197765363128492
28,45,0.918665425201738
28,46,0.9086530105524518
28,47,0.9064245810055865
28,48,0.9164183736809435
28,49,0.9108441961514588
28,50,0.9108441961514588
29,10,0.8897330850403475
29,11,0.8919615145872128
29,12,0.8919366852886407
29,13,0.9019925512104283
29,14,0.9041651148355058
29,15,0.8997206703910614
29,16,0.898653010552452
29,17,0.9064059590316573
29,18,0.9108814400993172
29,19,0.9053010552451892
29,20,0.911973929236499
29,21,0.8874798261949101
29,22,0.9142147734326505
29,23,0.9164245810055865
29,24,0.9086219739292364
29,25,0.9119987585350714
29,26,0.9075046554934822
29,27,0.9153258845437616
29,28,0.9086530105524518
29,29,0.9075294847920545
29,30,0.905270018621974
29,31,0.9175356921166976
29,32,0.909764121663563
29,33,0.9142085661080074
29,34,0.9208876474239602
29,35,0.9097454996896337
29,36,0.9198013656114215
29,37,0.9186592178770949
29,38,0.9342892613283673
29,39,0.9186343885785228
29,40,0.9108379888268157
29,41,0.9008628181253879
29,42,0.9119925512104283
29,43,0.914183736809435
29,44,0.9253382991930478
29,45,0.9264494103041588
29,46,0.9264494103041588
29,47,0.9197765363128492
29,48,0.9219677219118558
29,49,0.9153258845437616
29,50,0.918665425201738
30,10,0.900869025450031
30,11,0.8975356921166977
30,12,0.8985909373060211
30,13,0.8919615145872128
30,14,0.9019801365611422
30,15,0.9119863438857851
30,16,0.9075481067659839
30,17,0.9075543140906269
30,18,0.9064059590316573
30,19,0.8952824332712602
30,20,0.9008255741775295
30,21,0.9097827436374922
30,22,0.9086405959031657
30,23,0.8997579143389199
30,24,0.9030664183736808
30,25,0.90528243327126
30,26,0.9041589075108629
30,27,0.8964059590316573
30,28,0.9164369956548727
30,29,0.9119801365611421
30,30,0.895270018621974
30,31,0.914183736809435
30,32,0.8963687150837989
30,33,0.9152948479205462
30,34,0.9119553072625697
30,35,0.9153258845437616
30,36,0.9175356921166976
30,37,0.9198013656114215
30,38,0.9175418994413407
30,39,0.9130912476722532
30,40,0.9208814400993172
30,41,0.9097268777157044
30,42,0.9119615145872129
30,43,0.9109062693978895
30,44,0.9086405959031657
30,45,0.9086405959031657
30,46,0.9164307883302296
30,47,0.9164307883302296
30,48,0.9153196772191186
30,49,0.9153196772191186
30,50,0.9153196772191186
31,10,0.8874984481688392
31,11,0.8808814400993172
31,12,0.9030974549968963
31,13,0.8941527001862198
31,14,0.90528243327126
31,15,0.8941589075108629
31,16,0.9063997517070141
31,17,0.8997517070142769
31,18,0.8930415890751087
31,19,0.894165114835506
31,20,0.9064245810055865
31,21,0.913078833022967
31,22,0.9208628181253878
31,23,0.916455617628802
31,24,0.9041837368094351
31,25,0.9219677219118558
31,26,0.9208690254500309
31,27,0.9097330850403476
31,28,0.9175481067659839
31,29,0.9097579143389198
31,30,0.9131036623215394
31,31,0.9153445065176908
31,32,0.9186343885785228
31,33,0.9287026691495965
31,34,0.91756052141527
31,35,0.9130477963997518
31,36,0.9119863438857851
31,37,0.9097330850403476
31,38,0.9231098696461825
31,39,0.9164432029795158
31,40,0.9175481067659839
31,41,0.9152948479205462
31,42,0.9119615145872129
31,43,0.9152948479205462
31,44,0.923078833022967
31,45,0.9164307883302296
31,46,0.9164307883302296
31,47,0.9164307883302296
31,48,0.9164307883302296
31,49,0.9030788330229671
31,50,0.9230850403476101
32,10,0.894165114835506
32,11,0.900869025450031
32,12,0.8808379888268156
32,13,0.9008938547486032
32,14,0.9120111731843575
32,15,0.9030974549968963
32,16,0.8986219739292365
32,17,0.9019490999379268
32,18,0.9041899441340782
32,19,0.8975356921166977
32,20,0.9142023587833643
32,21,0.9097517070142768
32,22,0.911973929236499
32,23,0.916455617628802
32,24,0.9041899441340782
32,25,0.8975170701427684
32,26,0.9119615145872129
32,27,0.9208814400993172
32,28,0.9230850403476101
32,29,0.9164183736809435
32,30,0.9130726256983239
32,31,0.9164245810055865
32,32,0.911973929236499
32,33,0.9153196772191186
32,34,0.9253507138423339
32,35,0.9208628181253878
32,36,0.9153258845437616
32,37,0.9186281812538795
32,38,0.9153196772191186
32,39,0.9186964618249535
32,40,0.9197641216635629
32,41,0.9130850403476101
32,42,0.9164183736809435
32,43,0.9231222842954686
32,44,0.9108876474239602
32,45,0.904177529484792
32,46,0.9130726256983239
32,47,0.9242458100558659
32,48,0.9064307883302296
32,49,0.9208752327746741
32,50,0.9208752327746741
33,10,0.8941961514587213
33,11,0.898659217877095
33,12,0.8864059590316573
33,13,0.8974984481688392
33,14,0.899764121663563
33,15,0.9131098696461825
33,16,0.9075232774674115
33,17,0.9030664183736808
33,18,0.8997454996896337
33,19,0.9052948479205462
33,20,0.90528243327126
33,21,0.9064121663563004
33,22,0.9175418994413407
33,23,0.9075294847920545
33,24,0.9164494103041589
33,25,0.9153320918684047
33,26,0.9086468032278088
33,27,0.9119863438857851
33,28,0.9119863438857851
33,29,0.9063997517070141
33,30,0.8963749224084421
33,31,0.8963687150837989
33,32,0.9153072625698323
33,33,0.9163997517070142
33,34,0.9164432029795158
33,35,0.9175543140906269
33,36,0.9197641216635629
33,37,0.9041589075108629
33,38,0.9186530105524519
33,39,0.9320297951582868
33,40,0.9131222842954687
33,41,0.9141899441340782
33,42,0.9141899441340782
33,43,0.9130974549968963
33,44,0.9130974549968963
33,45,0.9030602110490378
33,46,0.9219925512104284
33,47,0.9130726256983241
33,48,0.9097579143389198
33,49,0.9097579143389198
33,50,0.9208628181253878
34,10,0.8986405959031657
34,11,0.8896958410924892
34,12,0.8908255741775294
34,13,0.9108752327746741
34,14,0.900869025450031
34,15,0.9075108628181253
34,16,0.9097454996896339
34,17,0.9075170701427684
34,18,0.901973929236499
34,19,0.9097703289882061
34,20,0.9097517070142768
34,21,0.9142023587833643
34,22,0.9209000620732464
34,23,0.9075481067659839
34,24,0.9331346989447548
34,25,0.9320297951582868
34,26,0.9119553072625697
34,27,0.9164307883302296
34,28,0.9119925512104283
34,29,0.9163935443823711
34,30,0.9141713221601488
34,31,0.9052886405959031
34,32,0.9186530105524519
34,33,0.9175232774674115
34,34,0.9141713221601488
34,35,0.9153320918684047
34,36,0.9153196772191186
34,37,0.9142085661080074
34,38,0.9286840471756672
34,39,0.9298013656114215
34,40,0.9208690254500309
34,41,0.9175418994413407
34,42,0.9220111731843575
34,43,0.9108814400993172
34,44,0.9186530105524519
34,45,0.9130664183736809
34,46,0.9108193668528864
34,47,0.9141961514587212
34,48,0.9130664183736809
34,49,0.9130664183736809
34,50,0.9141961514587212
35,10,0.8975232774674116
35,11,0.8952824332712602
35,12,0.9008566108007449
35,13,0.8908752327746742
35,14,0.8952513966480448
35,15,0.891967721911856
35,16,0.9086405959031657
35,17,0.9075232774674115
35,18,0.9064369956548728
35,19,0.8963687150837989
35,20,0.8997020484171323
35,21,0.9108628181253879
35,22,0.9075170701427684
35,23,0.9142023587833643
35,24,0.9309062693978895
35,25,0.9108504034761017
35,26,0.9208938547486033
35,27,0.9097517070142768
35,28,0.9041837368094351
35,29,0.9142023587833643
35,30,0.9030415890751087
35,31,0.9153196772191186
35,32,0.9130726256983239
35,33,0.9108379888268157
35,34,0.9164121663563003
35,35,0.9142085661080074
35,36,0.9075108628181253
35,37,0.9164183736809435
35,38,0.9142023587833643
35,39,0.9230912476722531
35,40,0.9253445065176908
35,41,0.9153382991930478
35,42,0.924252017380509
35,43,0.9175294847920545
35,44,0.9175667287399131
35,45,0.9086654252017381
35,46,0.9086468032278088
35,47,0.9141961514587212
35,48,0.9153196772191186
35,49,0.9186343885785225
35,50,0.9186343885785225
36,10,0.8930974549968964
36,11,0.9008628181253879
36,12,0.8853010552451893
36,13,0.8964059590316573
36,14,0.8852576039726878
36,15,0.9063935443823713
36,16,0.9030664183736808
36,17,0.90756052141527
36,18,0.9131036623215396
36,19,0.8952576039726878
36,20,0.9130912476722534
36,21,0.9120049658597145
36,22,0.9097517070142768
